,area_title,fips_county,qualifying_area,criteria
399,"Fort Collins, CO MSA",08069,msa_or_county,fossil_employment
400,"Cullman County, Alabama",1043,msa_or_county,fossil_employment
401,"Stillwater County, Montana",30095,msa_or_county,fossil_employment
402,"Lubbock, TX MSA",48107,msa_or_county,fossil_employment
403,"Lubbock, TX MSA",48303,msa_or_county,fossil_employment
404,"Lubbock, TX MSA",48305,msa_or_county,fossil_employment
405,"Clarke County, Mississippi",28023,msa_or_county,fossil_employment
406,"Gilmer County, West Virginia",54021,msa_or_county,fossil_employment
407,"Alcorn County, Mississippi",28003,msa_or_county,fossil_employment
408,"Union County, Arkansas",5139,msa_or_county,fossil_employment
409,"Washington County, Mississippi",28151,msa_or_county,fossil_employment
410,"Lowndes County, Mississippi",28087,msa_or_county,fossil_employment
411,"Shreveport-Bossier City, LA MSA",22015,msa_or_county,fossil_employment
412,"Shreveport-Bossier City, LA MSA",22017,msa_or_county,fossil_employment
413,"Shreveport-Bossier City, LA MSA",22031,msa_or_county,fossil_employment
414,"Shreveport-Bossier City, LA MSA",22119,msa_or_county,fossil_employment
415,"Marion County, West Virginia",54049,msa_or_county,fossil_employment
416,"Letcher County, Kentucky",21133,msa_or_county,fossil_employment
417,"Marshall County, Alabama",1095,msa_or_county,fossil_employment
418,"Coles County, Illinois",17029,msa_or_county,fossil_employment
419,"Pondera County, Montana",30073,msa_or_county,fossil_employment
420,"Seward County, Kansas",20175,msa_or_county,fossil_employment
421,"Mountrail County, North Dakota",38061,msa_or_county,fossil_employment
422,"Otsego County, Michigan",26137,msa_or_county,fossil_employment
423,"Haskell County, Oklahoma",40061,msa_or_county,fossil_employment
424,"Redding, CA MSA",06089,msa_or_county,fossil_employment
425,"Love County, Oklahoma",40085,msa_or_county,fossil_employment
426,"Lee County, Mississippi",28081,msa_or_county,fossil_employment
427,"Hockley County, Texas",48219,msa_or_county,fossil_employment
428,"Mobile, AL MSA",01097,msa_or_county,fossil_employment
429,"Carbon County, Utah",49007,msa_or_county,fossil_employment
430,"Wilmington, NC MSA",37129,msa_or_county,fossil_employment
431,"Wilmington, NC MSA",37141,msa_or_county,fossil_employment
432,"Wilbarger County, Texas",48487,msa_or_county,fossil_employment
433,"Bolivar County, Mississippi",28011,msa_or_county,fossil_employment
434,"Panola County, Mississippi",28107,msa_or_county,fossil_employment
435,"Waupaca County, Wisconsin",55135,msa_or_county,fossil_employment
436,"Potter County, Pennsylvania",42105,msa_or_county,fossil_employment
437,"Pittsburg County, Oklahoma",40121,msa_or_county,fossil_employment
438,"Washington County, Vermont",50023,msa_or_county,fossil_employment
439,"Kemper County, Mississippi",28069,msa_or_county,fossil_employment
440,"Sabine County, Texas",48403,msa_or_county,fossil_employment
441,"Indianapolis-Carmel-Anderson, IN MSA",18011,msa_or_county,fossil_employment
442,"Indianapolis-Carmel-Anderson, IN MSA",18013,msa_or_county,fossil_employment
443,"Indianapolis-Carmel-Anderson, IN MSA",18057,msa_or_county,fossil_employment
444,"Indianapolis-Carmel-Anderson, IN MSA",18059,msa_or_county,fossil_employment
445,"Indianapolis-Carmel-Anderson, IN MSA",18063,msa_or_county,fossil_employment
446,"Indianapolis-Carmel-Anderson, IN MSA",18081,msa_or_county,fossil_employment
447,"Indianapolis-Carmel-Anderson, IN MSA",18095,msa_or_county,fossil_employment
448,"Indianapolis-Carmel-Anderson, IN MSA",18097,msa_or_county,fossil_employment
449,"Indianapolis-Carmel-Anderson, IN MSA",18109,msa_or_county,fossil_employment
450,"Indianapolis-Carmel-Anderson, IN MSA",18133,msa_or_county,fossil_employment
451,"Indianapolis-Carmel-Anderson, IN MSA",18145,msa_or_county,fossil_employment
452,"Custer County, Oklahoma",40039,msa_or_county,fossil_employment
453,"Pike County, Kentucky",21195,msa_or_county,fossil_employment
454,"Rio Arriba County, New Mexico",35039,msa_or_county,fossil_employment
455,"Visalia-Porterville, CA MSA",06107,msa_or_county,fossil_employment
456,"Fayette County, Texas",48149,msa_or_county,fossil_employment
457,"Montgomery County, Kansas",20125,msa_or_county,fossil_employment
458,"Dimmit County, Texas",48127,msa_or_county,fossil_employment
459,"Warren County, Pennsylvania",42123,msa_or_county,fossil_employment
460,"Washington Parish, Louisiana",22117,msa_or_county,fossil_employment
461,"Steuben County, New York",36101,msa_or_county,fossil_employment
462,"Lavaca County, Texas",48285,msa_or_county,fossil_employment
463,"Sutton County, Texas",48435,msa_or_county,fossil_employment
464,"Albuquerque, NM MSA",35001,msa_or_county,fossil_employment
465,"Albuquerque, NM MSA",35043,msa_or_county,fossil_employment
466,"Albuquerque, NM MSA",35057,msa_or_county,fossil_employment
467,"Albuquerque, NM MSA",35061,msa_or_county,fossil_employment
468,"Muncie, IN MSA",18035,msa_or_county,fossil_employment
469,"Whitley County, Kentucky",21235,msa_or_county,fossil_employment
470,"Casper, WY MSA",56025,msa_or_county,fossil_employment
471,"Sheridan County, Wyoming",56033,msa_or_county,fossil_employment
472,"New Orleans-Metairie, LA MSA",22051,msa_or_county,fossil_employment
473,"New Orleans-Metairie, LA MSA",22071,msa_or_county,fossil_employment
474,"New Orleans-Metairie, LA MSA",22075,msa_or_county,fossil_employment
475,"New Orleans-Metairie, LA MSA",22087,msa_or_county,fossil_employment
476,"New Orleans-Metairie, LA MSA",22089,msa_or_county,fossil_employment
477,"New Orleans-Metairie, LA MSA",22093,msa_or_county,fossil_employment
478,"New Orleans-Metairie, LA MSA",22095,msa_or_county,fossil_employment
479,"New Orleans-Metairie, LA MSA",22103,msa_or_county,fossil_employment
480,"Marengo County, Alabama",1091,msa_or_county,fossil_employment
481,"Mount Vernon-Anacortes, WA MSA",53057,msa_or_county,fossil_employment
482,"Upshur County, West Virginia",54097,msa_or_county,fossil_employment
483,"Randolph County, Arkansas",5121,msa_or_county,fossil_employment
484,"Gray County, Texas",48179,msa_or_county,fossil_employment
485,"Northumberland County, Pennsylvania",42097,msa_or_county,fossil_employment
486,"Tioga County, Pennsylvania",42117,msa_or_county,fossil_employment
487,"Austin-Round Rock, TX MSA",48021,msa_or_county,fossil_employment
488,"Austin-Round Rock, TX MSA",48055,msa_or_county,fossil_employment
489,"Austin-Round Rock, TX MSA",48209,msa_or_county,fossil_employment
490,"Austin-Round Rock, TX MSA",48453,msa_or_county,fossil_employment
491,"Austin-Round Rock, TX MSA",48491,msa_or_county,fossil_employment
492,"Monroe County, Mississippi",28095,msa_or_county,fossil_employment
493,"Mason County, West Virginia",54053,msa_or_county,fossil_employment
494,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",12011,msa_or_county,fossil_employment
495,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",12025,msa_or_county,fossil_employment
496,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",12086,msa_or_county,fossil_employment
497,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",12099,msa_or_county,fossil_employment
498,"Knox County, Ohio",39083,msa_or_county,fossil_employment
499,"College Station-Bryan, TX MSA",48041,msa_or_county,fossil_employment
500,"College Station-Bryan, TX MSA",48051,msa_or_county,fossil_employment
501,"College Station-Bryan, TX MSA",48395,msa_or_county,fossil_employment
502,"Scranton-Wilkes-Barre-Hazleton, PA MSA",42069,msa_or_county,fossil_employment
503,"Scranton-Wilkes-Barre-Hazleton, PA MSA",42079,msa_or_county,fossil_employment
504,"Scranton-Wilkes-Barre-Hazleton, PA MSA",42131,msa_or_county,fossil_employment
505,"Bell County, Kentucky",21013,msa_or_county,fossil_employment
506,"Garvin County, Oklahoma",40049,msa_or_county,fossil_employment
507,"Augusta-Richmond County, GA-SC MSA",13033,msa_or_county,fossil_employment
508,"Augusta-Richmond County, GA-SC MSA",13073,msa_or_county,fossil_employment
509,"Augusta-Richmond County, GA-SC MSA",13181,msa_or_county,fossil_employment
510,"Augusta-Richmond County, GA-SC MSA",13189,msa_or_county,fossil_employment
511,"Augusta-Richmond County, GA-SC MSA",13245,msa_or_county,fossil_employment
512,"Augusta-Richmond County, GA-SC MSA",45003,msa_or_county,fossil_employment
513,"Augusta-Richmond County, GA-SC MSA",45037,msa_or_county,fossil_employment
514,"Elko County, Nevada",32007,msa_or_county,fossil_employment
515,"White Pine County, Nevada",32033,msa_or_county,fossil_employment
516,"Starr County, Texas",48427,msa_or_county,fossil_employment
517,"Pine Bluff, AR MSA",05025,msa_or_county,fossil_employment
518,"Pine Bluff, AR MSA",05069,msa_or_county,fossil_employment
519,"Pine Bluff, AR MSA",05079,msa_or_county,fossil_employment
520,"Lawrence County, Kentucky",21127,msa_or_county,fossil_employment
521,"Lakeland-Winter Haven, FL MSA",12105,msa_or_county,fossil_employment
522,"Pittsylvania County, Virginia",51143,msa_or_county,fossil_employment
523,"Vallejo-Fairfield, CA MSA",06095,msa_or_county,fossil_employment
524,"Lipscomb County, Texas",48295,msa_or_county,fossil_employment
525,"Lincoln County, Wyoming",56023,msa_or_county,fossil_employment
526,"Panama City, FL MSA",12005,msa_or_county,fossil_employment
527,"Panama City, FL MSA",12045,msa_or_county,fossil_employment
528,"Stark County, North Dakota",38089,msa_or_county,fossil_employment
529,"Glacier County, Montana",30035,msa_or_county,fossil_employment
530,"Leslie County, Kentucky",21131,msa_or_county,fossil_employment
531,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47015,msa_or_county,fossil_employment
532,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47021,msa_or_county,fossil_employment
533,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47037,msa_or_county,fossil_employment
534,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47043,msa_or_county,fossil_employment
535,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47081,msa_or_county,fossil_employment
536,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47111,msa_or_county,fossil_employment
537,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47119,msa_or_county,fossil_employment
538,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47147,msa_or_county,fossil_employment
539,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47149,msa_or_county,fossil_employment
540,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47159,msa_or_county,fossil_employment
541,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47165,msa_or_county,fossil_employment
542,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47169,msa_or_county,fossil_employment
543,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47187,msa_or_county,fossil_employment
544,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",47189,msa_or_county,fossil_employment
545,"Tuscarawas County, Ohio",39157,msa_or_county,fossil_employment
546,"Beaumont-Port Arthur, TX MSA",48199,msa_or_county,fossil_employment
547,"Beaumont-Port Arthur, TX MSA",48245,msa_or_county,fossil_employment
548,"Beaumont-Port Arthur, TX MSA",48351,msa_or_county,fossil_employment
549,"Beaumont-Port Arthur, TX MSA",48361,msa_or_county,fossil_employment
550,"Coffey County, Kansas",20031,msa_or_county,fossil_employment
551,"Grant County, Oregon",41023,msa_or_county,fossil_employment
552,"Andrews County, Texas",48003,msa_or_county,fossil_employment
553,"Spartanburg, SC MSA",45083,msa_or_county,fossil_employment
554,"Spartanburg, SC MSA",45087,msa_or_county,fossil_employment
555,"Scotts Bluff County, Nebraska",31157,msa_or_county,fossil_employment
556,"Madison County, Texas",48313,msa_or_county,fossil_employment
557,"Jackson County, Alabama",1071,msa_or_county,fossil_employment
558,"Polk County, Wisconsin",55095,msa_or_county,fossil_employment
559,"Clay County, Kentucky",21051,msa_or_county,fossil_employment
560,"Wichita Falls, TX MSA",48009,msa_or_county,fossil_employment
561,"Wichita Falls, TX MSA",48077,msa_or_county,fossil_employment
562,"Wichita Falls, TX MSA",48485,msa_or_county,fossil_employment
563,"Roberts County, Texas",48393,msa_or_county,fossil_employment
564,"Garfield County, Colorado",8045,msa_or_county,fossil_employment
565,"Inyo County, California",6027,msa_or_county,fossil_employment
566,"Crook County, Wyoming",56011,msa_or_county,fossil_employment
567,"Russell County, Kansas",20167,msa_or_county,fossil_employment
568,"Hattiesburg, MS MSA",28035,msa_or_county,fossil_employment
569,"Hattiesburg, MS MSA",28073,msa_or_county,fossil_employment
570,"Hattiesburg, MS MSA",28111,msa_or_county,fossil_employment
571,"Henry County, Missouri",29083,msa_or_county,fossil_employment
572,"Elk County, Kansas",20049,msa_or_county,fossil_employment
573,"Wyoming County, West Virginia",54109,msa_or_county,fossil_employment
574,"LaSalle Parish, Louisiana",22059,msa_or_county,fossil_employment
575,"Corpus Christi, TX MSA",48007,msa_or_county,fossil_employment
576,"Corpus Christi, TX MSA",48355,msa_or_county,fossil_employment
577,"Corpus Christi, TX MSA",48409,msa_or_county,fossil_employment
578,"Grand County, Utah",49019,msa_or_county,fossil_employment
579,"Pulaski County, Kentucky",21199,msa_or_county,fossil_employment
580,"Isabella County, Michigan",26073,msa_or_county,fossil_employment
581,"Clay County, Illinois",17025,msa_or_county,fossil_employment
582,"Springfield, MO MSA",29043,msa_or_county,fossil_employment
583,"Springfield, MO MSA",29059,msa_or_county,fossil_employment
584,"Springfield, MO MSA",29077,msa_or_county,fossil_employment
585,"Springfield, MO MSA",29167,msa_or_county,fossil_employment
586,"Springfield, MO MSA",29225,msa_or_county,fossil_employment
587,"Garza County, Texas",48169,msa_or_county,fossil_employment
588,"Schuylkill County, Pennsylvania",42107,msa_or_county,fossil_employment
589,"Matagorda County, Texas",48321,msa_or_county,fossil_employment
590,"Moffat County, Colorado",8081,msa_or_county,fossil_employment
591,"Limestone County, Texas",48293,msa_or_county,fossil_employment
592,"Reagan County, Texas",48383,msa_or_county,fossil_employment
593,"Hughes County, Oklahoma",40063,msa_or_county,fossil_employment
594,"Mercer County, West Virginia",54055,msa_or_county,fossil_employment
595,"Fort Smith, AR-OK MSA",05033,msa_or_county,fossil_employment
596,"Fort Smith, AR-OK MSA",05131,msa_or_county,fossil_employment
597,"Fort Smith, AR-OK MSA",40079,msa_or_county,fossil_employment
598,"Fort Smith, AR-OK MSA",40135,msa_or_county,fossil_employment
599,"Springfield, OH MSA",39023,msa_or_county,fossil_employment
600,"Dewey County, Oklahoma",40043,msa_or_county,fossil_employment
601,"Monroe County, Ohio",39111,msa_or_county,fossil_employment
602,"San Juan County, Utah",49037,msa_or_county,fossil_employment
603,"Birmingham-Hoover, AL MSA",01007,msa_or_county,fossil_employment
604,"Birmingham-Hoover, AL MSA",01009,msa_or_county,fossil_employment
605,"Birmingham-Hoover, AL MSA",01021,msa_or_county,fossil_employment
606,"Birmingham-Hoover, AL MSA",01073,msa_or_county,fossil_employment
607,"Birmingham-Hoover, AL MSA",01115,msa_or_county,fossil_employment
608,"Birmingham-Hoover, AL MSA",01117,msa_or_county,fossil_employment
609,"Birmingham-Hoover, AL MSA",01127,msa_or_county,fossil_employment
610,"Becker County, Minnesota",27005,msa_or_county,fossil_employment
611,"Greene County, Mississippi",28041,msa_or_county,fossil_employment
612,"Oklahoma City, OK MSA",40017,msa_or_county,fossil_employment
613,"Oklahoma City, OK MSA",40027,msa_or_county,fossil_employment
614,"Oklahoma City, OK MSA",40051,msa_or_county,fossil_employment
615,"Oklahoma City, OK MSA",40081,msa_or_county,fossil_employment
616,"Oklahoma City, OK MSA",40083,msa_or_county,fossil_employment
617,"Oklahoma City, OK MSA",40087,msa_or_county,fossil_employment
618,"Oklahoma City, OK MSA",40109,msa_or_county,fossil_employment
619,"Fremont County, Wyoming",56013,msa_or_county,fossil_employment
620,"Washington County, Georgia",13303,msa_or_county,fossil_employment
621,"Allentown-Bethlehem-Easton, PA-NJ MSA",34041,msa_or_county,fossil_employment
622,"Allentown-Bethlehem-Easton, PA-NJ MSA",42025,msa_or_county,fossil_employment
623,"Allentown-Bethlehem-Easton, PA-NJ MSA",42077,msa_or_county,fossil_employment
624,"Allentown-Bethlehem-Easton, PA-NJ MSA",42095,msa_or_county,fossil_employment
625,"Catahoula Parish, Louisiana",22025,msa_or_county,fossil_employment
626,"White County, Arkansas",5145,msa_or_county,fossil_employment
627,"Wayne County, Ohio",39169,msa_or_county,fossil_employment
628,"Howard County, Texas",48227,msa_or_county,fossil_employment
629,"Harrison County, Ohio",39067,msa_or_county,fossil_employment
630,"Huntington County, Indiana",18069,msa_or_county,fossil_employment
631,"Lyon County, Nevada",32019,msa_or_county,fossil_employment
632,"Nacogdoches County, Texas",48347,msa_or_county,fossil_employment
633,"Young County, Texas",48503,msa_or_county,fossil_employment
634,"Marion County, Mississippi",28091,msa_or_county,fossil_employment
635,"Oxnard-Thousand Oaks-Ventura, CA MSA",06111,msa_or_county,fossil_employment
636,"San Jacinto County, Texas",48407,msa_or_county,fossil_employment
637,"Altoona, PA MSA",42013,msa_or_county,fossil_employment
638,"Converse County, Wyoming",56009,msa_or_county,fossil_employment
639,"Nelson County, Kentucky",21179,msa_or_county,fossil_employment
640,"Dallas-Fort Worth-Arlington, TX MSA",48085,msa_or_county,fossil_employment
641,"Dallas-Fort Worth-Arlington, TX MSA",48113,msa_or_county,fossil_employment
642,"Dallas-Fort Worth-Arlington, TX MSA",48121,msa_or_county,fossil_employment
643,"Dallas-Fort Worth-Arlington, TX MSA",48139,msa_or_county,fossil_employment
644,"Dallas-Fort Worth-Arlington, TX MSA",48221,msa_or_county,fossil_employment
645,"Dallas-Fort Worth-Arlington, TX MSA",48231,msa_or_county,fossil_employment
646,"Dallas-Fort Worth-Arlington, TX MSA",48251,msa_or_county,fossil_employment
647,"Dallas-Fort Worth-Arlington, TX MSA",48257,msa_or_county,fossil_employment
648,"Dallas-Fort Worth-Arlington, TX MSA",48367,msa_or_county,fossil_employment
649,"Dallas-Fort Worth-Arlington, TX MSA",48397,msa_or_county,fossil_employment
650,"Dallas-Fort Worth-Arlington, TX MSA",48425,msa_or_county,fossil_employment
651,"Dallas-Fort Worth-Arlington, TX MSA",48439,msa_or_county,fossil_employment
652,"Dallas-Fort Worth-Arlington, TX MSA",48497,msa_or_county,fossil_employment
653,"Barren County, Kentucky",21009,msa_or_county,fossil_employment
654,"Wichita, KS MSA",20015,msa_or_county,fossil_employment
655,"Wichita, KS MSA",20079,msa_or_county,fossil_employment
656,"Wichita, KS MSA",20095,msa_or_county,fossil_employment
657,"Wichita, KS MSA",20173,msa_or_county,fossil_employment
658,"Wichita, KS MSA",20191,msa_or_county,fossil_employment
659,"Sublette County, Wyoming",56035,msa_or_county,fossil_employment
660,"Howell County, Missouri",29091,msa_or_county,fossil_employment
661,"Freestone County, Texas",48161,msa_or_county,fossil_employment
662,"Uintah County, Utah",49047,msa_or_county,fossil_employment
663,"Crawford County, Illinois",17033,msa_or_county,fossil_employment
664,"San Augustine County, Texas",48405,msa_or_county,fossil_employment
665,"Titus County, Texas",48449,msa_or_county,fossil_employment
666,"Great Falls, MT MSA",30013,msa_or_county,fossil_employment
667,"Jim Wells County, Texas",48249,msa_or_county,fossil_employment
668,"Billings, MT MSA",30009,msa_or_county,fossil_employment
669,"Billings, MT MSA",30037,msa_or_county,fossil_employment
670,"Billings, MT MSA",30111,msa_or_county,fossil_employment
671,"Noble County, Ohio",39121,msa_or_county,fossil_employment
672,"Hutchinson County, Texas",48233,msa_or_county,fossil_employment
673,"Cibola County, New Mexico",35006,msa_or_county,fossil_employment
674,"Major County, Oklahoma",40093,msa_or_county,fossil_employment
675,"Muskegon, MI MSA",26121,msa_or_county,fossil_employment
676,"Desha County, Arkansas",5041,msa_or_county,fossil_employment
677,"Colleton County, South Carolina",45029,msa_or_county,fossil_employment
678,"Washington County, Texas",48477,msa_or_county,fossil_employment
679,"Houston-The Woodlands-Sugar Land, TX MSA",48015,msa_or_county,fossil_employment
680,"Houston-The Woodlands-Sugar Land, TX MSA",48039,msa_or_county,fossil_employment
681,"Houston-The Woodlands-Sugar Land, TX MSA",48071,msa_or_county,fossil_employment
682,"Houston-The Woodlands-Sugar Land, TX MSA",48157,msa_or_county,fossil_employment
683,"Houston-The Woodlands-Sugar Land, TX MSA",48167,msa_or_county,fossil_employment
684,"Houston-The Woodlands-Sugar Land, TX MSA",48201,msa_or_county,fossil_employment
685,"Houston-The Woodlands-Sugar Land, TX MSA",48291,msa_or_county,fossil_employment
686,"Houston-The Woodlands-Sugar Land, TX MSA",48339,msa_or_county,fossil_employment
687,"Houston-The Woodlands-Sugar Land, TX MSA",48473,msa_or_county,fossil_employment
688,"Columbus County, North Carolina",37047,msa_or_county,fossil_employment
689,"Meigs County, Ohio",39105,msa_or_county,fossil_employment
690,"Vernon Parish, Louisiana",22115,msa_or_county,fossil_employment
691,"Van Zandt County, Texas",48467,msa_or_county,fossil_employment
692,"Houma-Thibodaux, LA MSA",22057,msa_or_county,fossil_employment
693,"Houma-Thibodaux, LA MSA",22109,msa_or_county,fossil_employment
694,"Mckean County, Pennsylvania",42083,msa_or_county,fossil_employment
695,"Montgomery, AL MSA",01001,msa_or_county,fossil_employment
696,"Montgomery, AL MSA",01051,msa_or_county,fossil_employment
697,"Montgomery, AL MSA",01085,msa_or_county,fossil_employment
698,"Montgomery, AL MSA",01101,msa_or_county,fossil_employment
699,"Stephens County, Texas",48429,msa_or_county,fossil_employment
700,"McCurtain County, Oklahoma",40089,msa_or_county,fossil_employment
701,"Coleman County, Texas",48083,msa_or_county,fossil_employment
702,"Columbiana County, Ohio",39029,msa_or_county,fossil_employment
703,"Livingston County, Kentucky",21139,msa_or_county,fossil_employment
704,"Pittsburgh, PA MSA",42003,msa_or_county,fossil_employment
705,"Pittsburgh, PA MSA",42005,msa_or_county,fossil_employment
706,"Pittsburgh, PA MSA",42007,msa_or_county,fossil_employment
707,"Pittsburgh, PA MSA",42019,msa_or_county,fossil_employment
708,"Pittsburgh, PA MSA",42051,msa_or_county,fossil_employment
709,"Pittsburgh, PA MSA",42125,msa_or_county,fossil_employment
710,"Pittsburgh, PA MSA",42129,msa_or_county,fossil_employment
711,"Glenn County, California",6021,msa_or_county,fossil_employment
712,"Columbus, OH MSA",39041,msa_or_county,fossil_employment
713,"Columbus, OH MSA",39045,msa_or_county,fossil_employment
714,"Columbus, OH MSA",39049,msa_or_county,fossil_employment
715,"Columbus, OH MSA",39073,msa_or_county,fossil_employment
716,"Columbus, OH MSA",39089,msa_or_county,fossil_employment
717,"Columbus, OH MSA",39097,msa_or_county,fossil_employment
718,"Columbus, OH MSA",39117,msa_or_county,fossil_employment
719,"Columbus, OH MSA",39127,msa_or_county,fossil_employment
720,"Columbus, OH MSA",39129,msa_or_county,fossil_employment
721,"Columbus, OH MSA",39159,msa_or_county,fossil_employment
722,"Clearfield County, Pennsylvania",42033,msa_or_county,fossil_employment
723,"Patrick County, Virginia",51141,msa_or_county,fossil_employment
724,"Fayette County, Alabama",1057,msa_or_county,fossil_employment
725,"Amarillo, TX MSA",48011,msa_or_county,fossil_employment
726,"Amarillo, TX MSA",48065,msa_or_county,fossil_employment
727,"Amarillo, TX MSA",48359,msa_or_county,fossil_employment
728,"Amarillo, TX MSA",48375,msa_or_county,fossil_employment
729,"Amarillo, TX MSA",48381,msa_or_county,fossil_employment
730,"Ochiltree County, Texas",48357,msa_or_county,fossil_employment
731,"McDowell County, West Virginia",54047,msa_or_county,fossil_employment
732,"Las Animas County, Colorado",8071,msa_or_county,fossil_employment
733,"Dunn County, North Dakota",38025,msa_or_county,fossil_employment
734,"Bee County, Texas",48025,msa_or_county,fossil_employment
735,"Ritchie County, West Virginia",54085,msa_or_county,fossil_employment
736,"Kenai Peninsula Borough, Alaska",2122,msa_or_county,fossil_employment
737,"Brooks County, Texas",48047,msa_or_county,fossil_employment
738,"Kidder County, North Dakota",38043,msa_or_county,fossil_employment
739,"Butler County, Alabama",1013,msa_or_county,fossil_employment
740,"La Paz County, Arizona",4012,msa_or_county,fossil_employment
741,"Ware County, Georgia",13299,msa_or_county,fossil_employment
742,"Zavala County, Texas",48507,msa_or_county,fossil_employment
743,"Delta County, Colorado",8029,msa_or_county,fossil_employment
744,"Angelina County, Texas",48005,msa_or_county,fossil_employment
745,"Montgomery County, Illinois",17135,msa_or_county,fossil_employment
746,"Shoshone County, Idaho",16079,msa_or_county,fossil_employment
747,"Russell County, Virginia",51167,msa_or_county,fossil_employment
748,"Wayne County, Mississippi",28153,msa_or_county,fossil_employment
749,"Karnes County, Texas",48255,msa_or_county,fossil_employment
750,"Benton County, Missouri",29015,msa_or_county,fossil_employment
751,"Brown County, South Dakota",46013,msa_or_county,fossil_employment
752,"Lander County, Nevada",32015,msa_or_county,fossil_employment
753,"Lewis County, Washington",53041,msa_or_county,fossil_employment
754,"Humboldt County, Nevada",32013,msa_or_county,fossil_employment
755,"Noble County, Oklahoma",40103,msa_or_county,fossil_employment
756,"Washakie County, Wyoming",56043,msa_or_county,fossil_employment
757,"Sanilac County, Michigan",26151,msa_or_county,fossil_employment
758,"Runnels County, Texas",48399,msa_or_county,fossil_employment
759,"Gibson County, Tennessee",47053,msa_or_county,fossil_employment
760,"Covington County, Mississippi",28031,msa_or_county,fossil_employment
761,"Campbell County, Wyoming",56005,msa_or_county,fossil_employment
762,"Cherokee County, Oklahoma",40021,msa_or_county,fossil_employment
763,"New York-Newark-Jersey City, NY-NJ-PA MSA",34003,msa_or_county,fossil_employment
764,"New York-Newark-Jersey City, NY-NJ-PA MSA",34013,msa_or_county,fossil_employment
765,"New York-Newark-Jersey City, NY-NJ-PA MSA",34017,msa_or_county,fossil_employment
766,"New York-Newark-Jersey City, NY-NJ-PA MSA",34019,msa_or_county,fossil_employment
767,"New York-Newark-Jersey City, NY-NJ-PA MSA",34023,msa_or_county,fossil_employment
768,"New York-Newark-Jersey City, NY-NJ-PA MSA",34025,msa_or_county,fossil_employment
769,"New York-Newark-Jersey City, NY-NJ-PA MSA",34027,msa_or_county,fossil_employment
770,"New York-Newark-Jersey City, NY-NJ-PA MSA",34029,msa_or_county,fossil_employment
771,"New York-Newark-Jersey City, NY-NJ-PA MSA",34031,msa_or_county,fossil_employment
772,"New York-Newark-Jersey City, NY-NJ-PA MSA",34035,msa_or_county,fossil_employment
773,"New York-Newark-Jersey City, NY-NJ-PA MSA",34037,msa_or_county,fossil_employment
774,"New York-Newark-Jersey City, NY-NJ-PA MSA",34039,msa_or_county,fossil_employment
775,"New York-Newark-Jersey City, NY-NJ-PA MSA",36005,msa_or_county,fossil_employment
776,"New York-Newark-Jersey City, NY-NJ-PA MSA",36027,msa_or_county,fossil_employment
777,"New York-Newark-Jersey City, NY-NJ-PA MSA",36047,msa_or_county,fossil_employment
778,"New York-Newark-Jersey City, NY-NJ-PA MSA",36059,msa_or_county,fossil_employment
779,"New York-Newark-Jersey City, NY-NJ-PA MSA",36061,msa_or_county,fossil_employment
780,"New York-Newark-Jersey City, NY-NJ-PA MSA",36071,msa_or_county,fossil_employment
781,"New York-Newark-Jersey City, NY-NJ-PA MSA",36079,msa_or_county,fossil_employment
782,"New York-Newark-Jersey City, NY-NJ-PA MSA",36081,msa_or_county,fossil_employment
783,"New York-Newark-Jersey City, NY-NJ-PA MSA",36085,msa_or_county,fossil_employment
784,"New York-Newark-Jersey City, NY-NJ-PA MSA",36087,msa_or_county,fossil_employment
785,"New York-Newark-Jersey City, NY-NJ-PA MSA",36103,msa_or_county,fossil_employment
786,"New York-Newark-Jersey City, NY-NJ-PA MSA",36119,msa_or_county,fossil_employment
787,"New York-Newark-Jersey City, NY-NJ-PA MSA",42103,msa_or_county,fossil_employment
788,"Lincoln County, Tennessee",47103,msa_or_county,fossil_employment
789,"Hamilton County, Illinois",17065,msa_or_county,fossil_employment
790,"Laclede County, Missouri",29105,msa_or_county,fossil_employment
791,"Martin County, Kentucky",21159,msa_or_county,fossil_employment
792,"Jasper County, Mississippi",28061,msa_or_county,fossil_employment
793,"Richland County, Illinois",17159,msa_or_county,fossil_employment
