,area_text,geographic_level,state_code,geoid,year,local_area_unemployment,national_unemployment_rate_prev_year
15835,"Fajardo Municipio, PR",county,72,053,2010,20.1,9.3
15836,"Fajardo Municipio, PR",county,72,053,2011,20.3,9.6
15837,"Fajardo Municipio, PR",county,72,053,2012,18.0,8.9
15838,"Fajardo Municipio, PR",county,72,053,2013,17.1,8.1
15839,"Fajardo Municipio, PR",county,72,053,2014,17.6,7.4
15840,"Florida Municipio, PR",county,72,054,2010,22.1,9.3
15841,"Florida Municipio, PR",county,72,054,2011,20.7,9.6
15842,"Florida Municipio, PR",county,72,054,2012,19.2,8.9
15843,"Florida Municipio, PR",county,72,054,2013,20.9,8.1
15844,"Florida Municipio, PR",county,72,054,2014,18.9,7.4
15845,"Guanica Municipio, PR",county,72,055,2010,25.6,9.3
15846,"Guanica Municipio, PR",county,72,055,2011,25.5,9.6
15847,"Guanica Municipio, PR",county,72,055,2012,24.8,8.9
15848,"Guanica Municipio, PR",county,72,055,2013,26.7,8.1
15849,"Guanica Municipio, PR",county,72,055,2014,25.0,7.4
15850,"Guayama Municipio, PR",county,72,057,2010,23.5,9.3
15851,"Guayama Municipio, PR",county,72,057,2011,22.6,9.6
15852,"Guayama Municipio, PR",county,72,057,2012,20.9,8.9
15853,"Guayama Municipio, PR",county,72,057,2013,21.7,8.1
15854,"Guayama Municipio, PR",county,72,057,2014,20.4,7.4
15855,"Guayanilla Municipio, PR",county,72,059,2010,24.4,9.3
15856,"Guayanilla Municipio, PR",county,72,059,2011,22.7,9.6
15857,"Guayanilla Municipio, PR",county,72,059,2012,21.4,8.9
15858,"Guayanilla Municipio, PR",county,72,059,2013,22.0,8.1
15859,"Guayanilla Municipio, PR",county,72,059,2014,21.8,7.4
15860,"Guaynabo Municipio, PR",county,72,061,2010,8.5,9.3
15861,"Guaynabo Municipio, PR",county,72,061,2011,8.0,9.6
15862,"Guaynabo Municipio, PR",county,72,061,2012,6.6,8.9
15863,"Guaynabo Municipio, PR",county,72,061,2013,6.1,8.1
15864,"Guaynabo Municipio, PR",county,72,061,2014,6.2,7.4
15865,"Gurabo Municipio, PR",county,72,063,2010,14.0,9.3
15866,"Gurabo Municipio, PR",county,72,063,2011,13.2,9.6
15867,"Gurabo Municipio, PR",county,72,063,2012,11.3,8.9
15868,"Gurabo Municipio, PR",county,72,063,2013,10.7,8.1
15869,"Gurabo Municipio, PR",county,72,063,2014,10.5,7.4
15870,"Hatillo Municipio, PR",county,72,065,2010,16.4,9.3
15871,"Hatillo Municipio, PR",county,72,065,2011,16.9,9.6
15872,"Hatillo Municipio, PR",county,72,065,2012,16.2,8.9
15873,"Hatillo Municipio, PR",county,72,065,2013,16.1,8.1
15874,"Hatillo Municipio, PR",county,72,065,2014,16.3,7.4
15875,"Hormigueros Municipio, PR",county,72,067,2010,16.4,9.3
15876,"Hormigueros Municipio, PR",county,72,067,2011,15.6,9.6
15877,"Hormigueros Municipio, PR",county,72,067,2012,14.9,8.9
15878,"Hormigueros Municipio, PR",county,72,067,2013,17.0,8.1
15879,"Hormigueros Municipio, PR",county,72,067,2014,14.6,7.4
15880,"Humacao Municipio, PR",county,72,069,2010,21.1,9.3
15881,"Humacao Municipio, PR",county,72,069,2011,21.4,9.6
15882,"Humacao Municipio, PR",county,72,069,2012,19.7,8.9
15883,"Humacao Municipio, PR",county,72,069,2013,18.3,8.1
15884,"Humacao Municipio, PR",county,72,069,2014,17.3,7.4
15885,"Isabela Municipio, PR",county,72,071,2010,20.0,9.3
15886,"Isabela Municipio, PR",county,72,071,2011,19.6,9.6
15887,"Isabela Municipio, PR",county,72,071,2012,18.2,8.9
15888,"Isabela Municipio, PR",county,72,071,2013,17.4,8.1
15889,"Isabela Municipio, PR",county,72,071,2014,15.1,7.4
15890,"Jayuya Municipio, PR",county,72,073,2010,19.5,9.3
15891,"Jayuya Municipio, PR",county,72,073,2011,19.3,9.6
15892,"Jayuya Municipio, PR",county,72,073,2012,16.9,8.9
15893,"Jayuya Municipio, PR",county,72,073,2013,18.3,8.1
15894,"Jayuya Municipio, PR",county,72,073,2014,17.5,7.4
15895,"Juana Diaz Municipio, PR",county,72,075,2010,18.0,9.3
15896,"Juana Diaz Municipio, PR",county,72,075,2011,17.7,9.6
15897,"Juana Diaz Municipio, PR",county,72,075,2012,16.4,8.9
15898,"Juana Diaz Municipio, PR",county,72,075,2013,15.6,8.1
15899,"Juana Diaz Municipio, PR",county,72,075,2014,16.3,7.4
15900,"Juncos Municipio, PR",county,72,077,2010,18.7,9.3
15901,"Juncos Municipio, PR",county,72,077,2011,18.4,9.6
15902,"Juncos Municipio, PR",county,72,077,2012,16.3,8.9
15903,"Juncos Municipio, PR",county,72,077,2013,15.5,8.1
15904,"Juncos Municipio, PR",county,72,077,2014,15.4,7.4
15905,"Lajas Municipio, PR",county,72,079,2010,22.8,9.3
15906,"Lajas Municipio, PR",county,72,079,2011,23.3,9.6
15907,"Lajas Municipio, PR",county,72,079,2012,23.1,8.9
15908,"Lajas Municipio, PR",county,72,079,2013,27.4,8.1
15909,"Lajas Municipio, PR",county,72,079,2014,23.9,7.4
15910,"Lares Municipio, PR",county,72,081,2010,19.9,9.3
15911,"Lares Municipio, PR",county,72,081,2011,20.7,9.6
15912,"Lares Municipio, PR",county,72,081,2012,19.6,8.9
15913,"Lares Municipio, PR",county,72,081,2013,24.8,8.1
15914,"Lares Municipio, PR",county,72,081,2014,23.3,7.4
15915,"Las Marias Municipio, PR",county,72,083,2010,18.3,9.3
15916,"Las Marias Municipio, PR",county,72,083,2011,16.8,9.6
15917,"Las Marias Municipio, PR",county,72,083,2012,16.2,8.9
15918,"Las Marias Municipio, PR",county,72,083,2013,24.1,8.1
15919,"Las Marias Municipio, PR",county,72,083,2014,25.3,7.4
15920,"Las Piedras Municipio, PR",county,72,085,2010,19.5,9.3
15921,"Las Piedras Municipio, PR",county,72,085,2011,19.2,9.6
15922,"Las Piedras Municipio, PR",county,72,085,2012,18.8,8.9
15923,"Las Piedras Municipio, PR",county,72,085,2013,17.6,8.1
15924,"Las Piedras Municipio, PR",county,72,085,2014,16.1,7.4
15925,"Loiza Municipio, PR",county,72,087,2010,16.8,9.3
15926,"Loiza Municipio, PR",county,72,087,2011,15.1,9.6
15927,"Loiza Municipio, PR",county,72,087,2012,12.9,8.9
15928,"Loiza Municipio, PR",county,72,087,2013,12.5,8.1
15929,"Loiza Municipio, PR",county,72,087,2014,13.2,7.4
15930,"Luquillo Municipio, PR",county,72,089,2010,20.5,9.3
15931,"Luquillo Municipio, PR",county,72,089,2011,20.8,9.6
15932,"Luquillo Municipio, PR",county,72,089,2012,19.7,8.9
15933,"Luquillo Municipio, PR",county,72,089,2013,18.9,8.1
15934,"Luquillo Municipio, PR",county,72,089,2014,19.2,7.4
15935,"Manati Municipio, PR",county,72,091,2010,18.8,9.3
15936,"Manati Municipio, PR",county,72,091,2011,17.4,9.6
15937,"Manati Municipio, PR",county,72,091,2012,15.0,8.9
15938,"Manati Municipio, PR",county,72,091,2013,13.7,8.1
15939,"Manati Municipio, PR",county,72,091,2014,13.8,7.4
15940,"Maricao Municipio, PR",county,72,093,2010,18.3,9.3
15941,"Maricao Municipio, PR",county,72,093,2011,18.5,9.6
15942,"Maricao Municipio, PR",county,72,093,2012,18.5,8.9
15943,"Maricao Municipio, PR",county,72,093,2013,21.1,8.1
15944,"Maricao Municipio, PR",county,72,093,2014,20.9,7.4
15945,"Maunabo Municipio, PR",county,72,095,2010,24.7,9.3
15946,"Maunabo Municipio, PR",county,72,095,2011,25.2,9.6
15947,"Maunabo Municipio, PR",county,72,095,2012,22.9,8.9
15948,"Maunabo Municipio, PR",county,72,095,2013,21.6,8.1
15949,"Maunabo Municipio, PR",county,72,095,2014,21.4,7.4
15950,"Mayaguez Municipio, PR",county,72,097,2010,18.7,9.3
15951,"Mayaguez Municipio, PR",county,72,097,2011,18.5,9.6
15952,"Mayaguez Municipio, PR",county,72,097,2012,16.7,8.9
15953,"Mayaguez Municipio, PR",county,72,097,2013,19.1,8.1
15954,"Mayaguez Municipio, PR",county,72,097,2014,17.1,7.4
15955,"Moca Municipio, PR",county,72,099,2010,20.4,9.3
15956,"Moca Municipio, PR",county,72,099,2011,20.5,9.6
15957,"Moca Municipio, PR",county,72,099,2012,19.3,8.9
15958,"Moca Municipio, PR",county,72,099,2013,19.8,8.1
15959,"Moca Municipio, PR",county,72,099,2014,18.4,7.4
15960,"Morovis Municipio, PR",county,72,101,2010,22.8,9.3
15961,"Morovis Municipio, PR",county,72,101,2011,20.8,9.6
15962,"Morovis Municipio, PR",county,72,101,2012,18.3,8.9
15963,"Morovis Municipio, PR",county,72,101,2013,19.3,8.1
15964,"Morovis Municipio, PR",county,72,101,2014,18.5,7.4
15965,"Naguabo Municipio, PR",county,72,103,2010,21.4,9.3
15966,"Naguabo Municipio, PR",county,72,103,2011,19.2,9.6
15967,"Naguabo Municipio, PR",county,72,103,2012,17.1,8.9
15968,"Naguabo Municipio, PR",county,72,103,2013,16.3,8.1
15969,"Naguabo Municipio, PR",county,72,103,2014,15.2,7.4
15970,"Naranjito Municipio, PR",county,72,105,2010,20.3,9.3
15971,"Naranjito Municipio, PR",county,72,105,2011,19.2,9.6
15972,"Naranjito Municipio, PR",county,72,105,2012,16.9,8.9
15973,"Naranjito Municipio, PR",county,72,105,2013,16.5,8.1
15974,"Naranjito Municipio, PR",county,72,105,2014,16.6,7.4
15975,"Orocovis Municipio, PR",county,72,107,2010,22.4,9.3
15976,"Orocovis Municipio, PR",county,72,107,2011,20.7,9.6
15977,"Orocovis Municipio, PR",county,72,107,2012,19.9,8.9
15978,"Orocovis Municipio, PR",county,72,107,2013,18.7,8.1
15979,"Orocovis Municipio, PR",county,72,107,2014,19.0,7.4
15980,"Patillas Municipio, PR",county,72,109,2010,26.3,9.3
15981,"Patillas Municipio, PR",county,72,109,2011,25.8,9.6
15982,"Patillas Municipio, PR",county,72,109,2012,25.1,8.9
15983,"Patillas Municipio, PR",county,72,109,2013,24.4,8.1
15984,"Patillas Municipio, PR",county,72,109,2014,23.8,7.4
15985,"Penuelas Municipio, PR",county,72,111,2010,24.2,9.3
15986,"Penuelas Municipio, PR",county,72,111,2011,22.6,9.6
15987,"Penuelas Municipio, PR",county,72,111,2012,20.4,8.9
15988,"Penuelas Municipio, PR",county,72,111,2013,20.5,8.1
15989,"Penuelas Municipio, PR",county,72,111,2014,21.1,7.4
15990,"Ponce Municipio, PR",county,72,113,2010,17.1,9.3
15991,"Ponce Municipio, PR",county,72,113,2011,16.8,9.6
15992,"Ponce Municipio, PR",county,72,113,2012,15.9,8.9
15993,"Ponce Municipio, PR",county,72,113,2013,16.0,8.1
15994,"Ponce Municipio, PR",county,72,113,2014,15.4,7.4
15995,"Quebradillas Municipio, PR",county,72,115,2010,19.6,9.3
15996,"Quebradillas Municipio, PR",county,72,115,2011,19.5,9.6
15997,"Quebradillas Municipio, PR",county,72,115,2012,18.5,8.9
15998,"Quebradillas Municipio, PR",county,72,115,2013,18.9,8.1
15999,"Quebradillas Municipio, PR",county,72,115,2014,18.4,7.4
16000,"Rincon Municipio, PR",county,72,117,2010,18.5,9.3
16001,"Rincon Municipio, PR",county,72,117,2011,19.7,9.6
16002,"Rincon Municipio, PR",county,72,117,2012,18.7,8.9
16003,"Rincon Municipio, PR",county,72,117,2013,20.5,8.1
16004,"Rincon Municipio, PR",county,72,117,2014,19.9,7.4
16005,"Rio Grande Municipio, PR",county,72,119,2010,15.2,9.3
16006,"Rio Grande Municipio, PR",county,72,119,2011,14.5,9.6
16007,"Rio Grande Municipio, PR",county,72,119,2012,12.4,8.9
16008,"Rio Grande Municipio, PR",county,72,119,2013,11.8,8.1
16009,"Rio Grande Municipio, PR",county,72,119,2014,11.9,7.4
16010,"Sabana Grande Municipio, PR",county,72,121,2010,21.6,9.3
16011,"Sabana Grande Municipio, PR",county,72,121,2011,21.7,9.6
16012,"Sabana Grande Municipio, PR",county,72,121,2012,20.9,8.9
16013,"Sabana Grande Municipio, PR",county,72,121,2013,21.2,8.1
16014,"Sabana Grande Municipio, PR",county,72,121,2014,18.7,7.4
16015,"Salinas Municipio, PR",county,72,123,2010,26.0,9.3
16016,"Salinas Municipio, PR",county,72,123,2011,26.1,9.6
16017,"Salinas Municipio, PR",county,72,123,2012,24.9,8.9
16018,"Salinas Municipio, PR",county,72,123,2013,26.0,8.1
16019,"Salinas Municipio, PR",county,72,123,2014,26.4,7.4
16020,"San German Municipio, PR",county,72,125,2010,18.4,9.3
16021,"San German Municipio, PR",county,72,125,2011,18.6,9.6
16022,"San German Municipio, PR",county,72,125,2012,18.3,8.9
16023,"San German Municipio, PR",county,72,125,2013,19.9,8.1
16024,"San German Municipio, PR",county,72,125,2014,18.0,7.4
16025,"San Juan Municipio, PR",county,72,127,2010,10.3,9.3
16026,"San Juan Municipio, PR",county,72,127,2011,10.0,9.6
16027,"San Juan Municipio, PR",county,72,127,2012,8.8,8.9
16028,"San Juan Municipio, PR",county,72,127,2013,8.0,8.1
16029,"San Juan Municipio, PR",county,72,127,2014,8.1,7.4
16030,"San Lorenzo Municipio, PR",county,72,129,2010,17.4,9.3
16031,"San Lorenzo Municipio, PR",county,72,129,2011,17.6,9.6
16032,"San Lorenzo Municipio, PR",county,72,129,2012,15.8,8.9
16033,"San Lorenzo Municipio, PR",county,72,129,2013,16.6,8.1
16034,"San Lorenzo Municipio, PR",county,72,129,2014,15.6,7.4
16035,"San Sebastian Municipio, PR",county,72,131,2010,22.2,9.3
16036,"San Sebastian Municipio, PR",county,72,131,2011,23.1,9.6
16037,"San Sebastian Municipio, PR",county,72,131,2012,22.1,8.9
16038,"San Sebastian Municipio, PR",county,72,131,2013,23.8,8.1
16039,"San Sebastian Municipio, PR",county,72,131,2014,23.2,7.4
16040,"Santa Isabel Municipio, PR",county,72,133,2010,20.7,9.3
16041,"Santa Isabel Municipio, PR",county,72,133,2011,22.0,9.6
16042,"Santa Isabel Municipio, PR",county,72,133,2012,20.0,8.9
16043,"Santa Isabel Municipio, PR",county,72,133,2013,18.9,8.1
16044,"Santa Isabel Municipio, PR",county,72,133,2014,19.8,7.4
16045,"Toa Alta Municipio, PR",county,72,135,2010,12.0,9.3
16046,"Toa Alta Municipio, PR",county,72,135,2011,11.6,9.6
16047,"Toa Alta Municipio, PR",county,72,135,2012,10.1,8.9
16048,"Toa Alta Municipio, PR",county,72,135,2013,9.3,8.1
16049,"Toa Alta Municipio, PR",county,72,135,2014,9.2,7.4
16050,"Toa Baja Municipio, PR",county,72,137,2010,12.7,9.3
16051,"Toa Baja Municipio, PR",county,72,137,2011,12.3,9.6
16052,"Toa Baja Municipio, PR",county,72,137,2012,10.6,8.9
16053,"Toa Baja Municipio, PR",county,72,137,2013,10.5,8.1
16054,"Toa Baja Municipio, PR",county,72,137,2014,10.2,7.4
16055,"Trujillo Alto Municipio, PR",county,72,139,2010,10.5,9.3
16056,"Trujillo Alto Municipio, PR",county,72,139,2011,9.9,9.6
16057,"Trujillo Alto Municipio, PR",county,72,139,2012,8.4,8.9
16058,"Trujillo Alto Municipio, PR",county,72,139,2013,7.6,8.1
16059,"Trujillo Alto Municipio, PR",county,72,139,2014,7.7,7.4
16060,"Utuado Municipio, PR",county,72,141,2010,20.8,9.3
16061,"Utuado Municipio, PR",county,72,141,2011,20.2,9.6
16062,"Utuado Municipio, PR",county,72,141,2012,19.4,8.9
16063,"Utuado Municipio, PR",county,72,141,2013,19.6,8.1
16064,"Utuado Municipio, PR",county,72,141,2014,18.5,7.4
16065,"Vega Alta Municipio, PR",county,72,143,2010,17.2,9.3
16066,"Vega Alta Municipio, PR",county,72,143,2011,16.7,9.6
16067,"Vega Alta Municipio, PR",county,72,143,2012,14.1,8.9
16068,"Vega Alta Municipio, PR",county,72,143,2013,14.1,8.1
16069,"Vega Alta Municipio, PR",county,72,143,2014,13.8,7.4
16070,"Vega Baja Municipio, PR",county,72,145,2010,20.8,9.3
16071,"Vega Baja Municipio, PR",county,72,145,2011,18.7,9.6
16072,"Vega Baja Municipio, PR",county,72,145,2012,16.0,8.9
16073,"Vega Baja Municipio, PR",county,72,145,2013,16.5,8.1
16074,"Vega Baja Municipio, PR",county,72,145,2014,16.2,7.4
16075,"Vieques Municipio, PR",county,72,147,2010,18.6,9.3
16076,"Vieques Municipio, PR",county,72,147,2011,15.8,9.6
16077,"Vieques Municipio, PR",county,72,147,2012,12.9,8.9
16078,"Vieques Municipio, PR",county,72,147,2013,15.9,8.1
16079,"Vieques Municipio, PR",county,72,147,2014,14.0,7.4
16080,"Villalba Municipio, PR",county,72,149,2010,22.0,9.3
16081,"Villalba Municipio, PR",county,72,149,2011,21.3,9.6
16082,"Villalba Municipio, PR",county,72,149,2012,20.8,8.9
16083,"Villalba Municipio, PR",county,72,149,2013,21.6,8.1
16084,"Villalba Municipio, PR",county,72,149,2014,21.8,7.4
16085,"Yabucoa Municipio, PR",county,72,151,2010,25.4,9.3
16086,"Yabucoa Municipio, PR",county,72,151,2011,25.5,9.6
16087,"Yabucoa Municipio, PR",county,72,151,2012,23.3,8.9
16088,"Yabucoa Municipio, PR",county,72,151,2013,23.9,8.1
16089,"Yabucoa Municipio, PR",county,72,151,2014,21.7,7.4
16090,"Yauco Municipio, PR",county,72,153,2010,21.4,9.3
16091,"Yauco Municipio, PR",county,72,153,2011,21.2,9.6
16092,"Yauco Municipio, PR",county,72,153,2012,20.7,8.9
16093,"Yauco Municipio, PR",county,72,153,2013,21.1,8.1
16094,"Yauco Municipio, PR",county,72,153,2014,21.4,7.4
16095,"Anniston-Oxford-Jacksonville, AL Metropolitan Statistical Area",metropolitan_stat_area,01,115000,2010,11.2,9.3
16096,"Anniston-Oxford-Jacksonville, AL Metropolitan Statistical Area",metropolitan_stat_area,01,115000,2011,10.3,9.6
16097,"Anniston-Oxford-Jacksonville, AL Metropolitan Statistical Area",metropolitan_stat_area,01,115000,2012,9.1,8.9
16098,"Anniston-Oxford-Jacksonville, AL Metropolitan Statistical Area",metropolitan_stat_area,01,115000,2013,8.9,8.1
16099,"Anniston-Oxford-Jacksonville, AL Metropolitan Statistical Area",metropolitan_stat_area,01,115000,2014,7.9,7.4
16100,"Auburn-Opelika, AL Metropolitan Statistical Area",metropolitan_stat_area,01,122200,2010,8.9,9.3
16101,"Auburn-Opelika, AL Metropolitan Statistical Area",metropolitan_stat_area,01,122200,2011,8.0,9.6
16102,"Auburn-Opelika, AL Metropolitan Statistical Area",metropolitan_stat_area,01,122200,2012,7.0,8.9
16103,"Auburn-Opelika, AL Metropolitan Statistical Area",metropolitan_stat_area,01,122200,2013,6.0,8.1
16104,"Auburn-Opelika, AL Metropolitan Statistical Area",metropolitan_stat_area,01,122200,2014,5.6,7.4
16105,"Birmingham-Hoover, AL Metropolitan Statistical Area",metropolitan_stat_area,01,138200,2010,9.7,9.3
16106,"Birmingham-Hoover, AL Metropolitan Statistical Area",metropolitan_stat_area,01,138200,2011,8.7,9.6
16107,"Birmingham-Hoover, AL Metropolitan Statistical Area",metropolitan_stat_area,01,138200,2012,7.2,8.9
16108,"Birmingham-Hoover, AL Metropolitan Statistical Area",metropolitan_stat_area,01,138200,2013,6.4,8.1
16109,"Birmingham-Hoover, AL Metropolitan Statistical Area",metropolitan_stat_area,01,138200,2014,5.9,7.4
16110,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",metropolitan_stat_area,01,193000,2010,9.9,9.3
16111,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",metropolitan_stat_area,01,193000,2011,9.0,9.6
16112,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",metropolitan_stat_area,01,193000,2012,7.7,8.9
16113,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",metropolitan_stat_area,01,193000,2013,6.7,8.1
16114,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",metropolitan_stat_area,01,193000,2014,6.1,7.4
16115,"Decatur, AL Metropolitan Statistical Area",metropolitan_stat_area,01,194600,2010,11.0,9.3
16116,"Decatur, AL Metropolitan Statistical Area",metropolitan_stat_area,01,194600,2011,9.7,9.6
16117,"Decatur, AL Metropolitan Statistical Area",metropolitan_stat_area,01,194600,2012,8.3,8.9
16118,"Decatur, AL Metropolitan Statistical Area",metropolitan_stat_area,01,194600,2013,7.3,8.1
16119,"Decatur, AL Metropolitan Statistical Area",metropolitan_stat_area,01,194600,2014,6.9,7.4
16120,"Dothan, AL Metropolitan Statistical Area",metropolitan_stat_area,01,200200,2010,9.4,9.3
16121,"Dothan, AL Metropolitan Statistical Area",metropolitan_stat_area,01,200200,2011,8.8,9.6
16122,"Dothan, AL Metropolitan Statistical Area",metropolitan_stat_area,01,200200,2012,7.8,8.9
16123,"Dothan, AL Metropolitan Statistical Area",metropolitan_stat_area,01,200200,2013,7.1,8.1
16124,"Dothan, AL Metropolitan Statistical Area",metropolitan_stat_area,01,200200,2014,6.8,7.4
16125,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",metropolitan_stat_area,01,225200,2010,10.4,9.3
16126,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",metropolitan_stat_area,01,225200,2011,9.5,9.6
16127,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",metropolitan_stat_area,01,225200,2012,8.3,8.9
16128,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",metropolitan_stat_area,01,225200,2013,7.6,8.1
16129,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",metropolitan_stat_area,01,225200,2014,7.5,7.4
16130,"Gadsden, AL Metropolitan Statistical Area",metropolitan_stat_area,01,234600,2010,10.8,9.3
16131,"Gadsden, AL Metropolitan Statistical Area",metropolitan_stat_area,01,234600,2011,10.0,9.6
16132,"Gadsden, AL Metropolitan Statistical Area",metropolitan_stat_area,01,234600,2012,8.5,8.9
16133,"Gadsden, AL Metropolitan Statistical Area",metropolitan_stat_area,01,234600,2013,7.7,8.1
16134,"Gadsden, AL Metropolitan Statistical Area",metropolitan_stat_area,01,234600,2014,7.0,7.4
16135,"Huntsville, AL Metropolitan Statistical Area",metropolitan_stat_area,01,266200,2010,8.5,9.3
16136,"Huntsville, AL Metropolitan Statistical Area",metropolitan_stat_area,01,266200,2011,8.3,9.6
16137,"Huntsville, AL Metropolitan Statistical Area",metropolitan_stat_area,01,266200,2012,7.1,8.9
16138,"Huntsville, AL Metropolitan Statistical Area",metropolitan_stat_area,01,266200,2013,6.4,8.1
16139,"Huntsville, AL Metropolitan Statistical Area",metropolitan_stat_area,01,266200,2014,6.1,7.4
16140,"Mobile, AL Metropolitan Statistical Area",metropolitan_stat_area,01,336600,2010,11.1,9.3
16141,"Mobile, AL Metropolitan Statistical Area",metropolitan_stat_area,01,336600,2011,10.7,9.6
16142,"Mobile, AL Metropolitan Statistical Area",metropolitan_stat_area,01,336600,2012,9.4,8.9
16143,"Mobile, AL Metropolitan Statistical Area",metropolitan_stat_area,01,336600,2013,8.7,8.1
16144,"Mobile, AL Metropolitan Statistical Area",metropolitan_stat_area,01,336600,2014,7.7,7.4
16145,"Montgomery, AL Metropolitan Statistical Area",metropolitan_stat_area,01,338600,2010,9.7,9.3
16146,"Montgomery, AL Metropolitan Statistical Area",metropolitan_stat_area,01,338600,2011,9.4,9.6
16147,"Montgomery, AL Metropolitan Statistical Area",metropolitan_stat_area,01,338600,2012,8.0,8.9
16148,"Montgomery, AL Metropolitan Statistical Area",metropolitan_stat_area,01,338600,2013,7.2,8.1
16149,"Montgomery, AL Metropolitan Statistical Area",metropolitan_stat_area,01,338600,2014,6.6,7.4
16150,"Tuscaloosa, AL Metropolitan Statistical Area",metropolitan_stat_area,01,462200,2010,9.7,9.3
16151,"Tuscaloosa, AL Metropolitan Statistical Area",metropolitan_stat_area,01,462200,2011,8.8,9.6
16152,"Tuscaloosa, AL Metropolitan Statistical Area",metropolitan_stat_area,01,462200,2012,7.7,8.9
16153,"Tuscaloosa, AL Metropolitan Statistical Area",metropolitan_stat_area,01,462200,2013,7.0,8.1
16154,"Tuscaloosa, AL Metropolitan Statistical Area",metropolitan_stat_area,01,462200,2014,6.2,7.4
16155,"Anchorage, AK Metropolitan Statistical Area",metropolitan_stat_area,02,112600,2010,7.4,9.3
16156,"Anchorage, AK Metropolitan Statistical Area",metropolitan_stat_area,02,112600,2011,6.8,9.6
16157,"Anchorage, AK Metropolitan Statistical Area",metropolitan_stat_area,02,112600,2012,6.2,8.9
16158,"Anchorage, AK Metropolitan Statistical Area",metropolitan_stat_area,02,112600,2013,5.9,8.1
16159,"Anchorage, AK Metropolitan Statistical Area",metropolitan_stat_area,02,112600,2014,5.7,7.4
16160,"Fairbanks, AK Metropolitan Statistical Area",metropolitan_stat_area,02,218200,2010,6.9,9.3
16161,"Fairbanks, AK Metropolitan Statistical Area",metropolitan_stat_area,02,218200,2011,6.6,9.6
16162,"Fairbanks, AK Metropolitan Statistical Area",metropolitan_stat_area,02,218200,2012,6.2,8.9
16163,"Fairbanks, AK Metropolitan Statistical Area",metropolitan_stat_area,02,218200,2013,5.9,8.1
16164,"Fairbanks, AK Metropolitan Statistical Area",metropolitan_stat_area,02,218200,2014,5.7,7.4
16165,"Flagstaff, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,223800,2010,9.8,9.3
16166,"Flagstaff, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,223800,2011,9.5,9.6
16167,"Flagstaff, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,223800,2012,8.6,8.9
16168,"Flagstaff, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,223800,2013,8.2,8.1
16169,"Flagstaff, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,223800,2014,7.1,7.4
16170,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,294200,2010,12.9,9.3
16171,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,294200,2011,12.2,9.6
16172,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,294200,2012,11.0,8.9
16173,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,294200,2013,10.4,8.1
16174,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,294200,2014,8.7,7.4
16175,"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,380600,2010,9.5,9.3
16176,"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,380600,2011,8.6,9.6
16177,"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,380600,2012,7.4,8.9
16178,"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,380600,2013,6.7,8.1
16179,"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,380600,2014,5.9,7.4
16180,"Prescott, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,391400,2010,10.6,9.3
16181,"Prescott, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,391400,2011,9.8,9.6
16182,"Prescott, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,391400,2012,8.6,8.9
16183,"Prescott, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,391400,2013,7.8,8.1
16184,"Prescott, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,391400,2014,6.4,7.4
16185,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,434200,2010,9.3,9.3
16186,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",metropolitan_stat_area,04,434200,2011,9.5,9.6
