,area_text,geographic_level,state_code,geoid,year,local_area_unemployment,national_unemployment_rate_prev_year
25412,"Tallahatchie County, MS",county,28,135,2017,5.5,4.9
25413,"Tallahatchie County, MS",county,28,135,2018,5.5,4.4
25414,"Tallahatchie County, MS",county,28,135,2019,5.7,3.9
25415,"Tate County, MS",county,28,137,2015,7.2,6.2
25416,"Tate County, MS",county,28,137,2016,6.0,5.3
25417,"Tate County, MS",county,28,137,2017,5.2,4.9
25418,"Tate County, MS",county,28,137,2018,5.1,4.4
25419,"Tate County, MS",county,28,137,2019,5.6,3.9
25420,"Tippah County, MS",county,28,139,2015,6.4,6.2
25421,"Tippah County, MS",county,28,139,2016,5.7,5.3
25422,"Tippah County, MS",county,28,139,2017,4.6,4.9
25423,"Tippah County, MS",county,28,139,2018,4.5,4.4
25424,"Tippah County, MS",county,28,139,2019,5.1,3.9
25425,"Tishomingo County, MS",county,28,141,2015,6.4,6.2
25426,"Tishomingo County, MS",county,28,141,2016,5.6,5.3
25427,"Tishomingo County, MS",county,28,141,2017,5.1,4.9
25428,"Tishomingo County, MS",county,28,141,2018,4.7,4.4
25429,"Tishomingo County, MS",county,28,141,2019,5.1,3.9
25430,"Tunica County, MS",county,28,143,2015,9.4,6.2
25431,"Tunica County, MS",county,28,143,2016,7.3,5.3
25432,"Tunica County, MS",county,28,143,2017,6.1,4.9
25433,"Tunica County, MS",county,28,143,2018,5.5,4.4
25434,"Tunica County, MS",county,28,143,2019,6.3,3.9
25435,"Union County, MS",county,28,145,2015,5.2,6.2
25436,"Union County, MS",county,28,145,2016,4.5,5.3
25437,"Union County, MS",county,28,145,2017,3.7,4.9
25438,"Union County, MS",county,28,145,2018,3.6,4.4
25439,"Union County, MS",county,28,145,2019,4.2,3.9
25440,"Walthall County, MS",county,28,147,2015,8.2,6.2
25441,"Walthall County, MS",county,28,147,2016,7.9,5.3
25442,"Walthall County, MS",county,28,147,2017,6.9,4.9
25443,"Walthall County, MS",county,28,147,2018,6.6,4.4
25444,"Walthall County, MS",county,28,147,2019,7.3,3.9
25445,"Warren County, MS",county,28,149,2015,6.7,6.2
25446,"Warren County, MS",county,28,149,2016,6.5,5.3
25447,"Warren County, MS",county,28,149,2017,5.8,4.9
25448,"Warren County, MS",county,28,149,2018,5.6,4.4
25449,"Warren County, MS",county,28,149,2019,6.0,3.9
25450,"Washington County, MS",county,28,151,2015,10.4,6.2
25451,"Washington County, MS",county,28,151,2016,9.2,5.3
25452,"Washington County, MS",county,28,151,2017,7.3,4.9
25453,"Washington County, MS",county,28,151,2018,6.9,4.4
25454,"Washington County, MS",county,28,151,2019,7.9,3.9
25455,"Wayne County, MS",county,28,153,2015,8.0,6.2
25456,"Wayne County, MS",county,28,153,2016,7.5,5.3
25457,"Wayne County, MS",county,28,153,2017,6.5,4.9
25458,"Wayne County, MS",county,28,153,2018,5.6,4.4
25459,"Wayne County, MS",county,28,153,2019,6.1,3.9
25460,"Webster County, MS",county,28,155,2015,7.3,6.2
25461,"Webster County, MS",county,28,155,2016,6.4,5.3
25462,"Webster County, MS",county,28,155,2017,5.4,4.9
25463,"Webster County, MS",county,28,155,2018,5.1,4.4
25464,"Webster County, MS",county,28,155,2019,5.7,3.9
25465,"Wilkinson County, MS",county,28,157,2015,10.7,6.2
25466,"Wilkinson County, MS",county,28,157,2016,10.4,5.3
25467,"Wilkinson County, MS",county,28,157,2017,9.1,4.9
25468,"Wilkinson County, MS",county,28,157,2018,8.8,4.4
25469,"Wilkinson County, MS",county,28,157,2019,10.2,3.9
25470,"Winston County, MS",county,28,159,2015,8.4,6.2
25471,"Winston County, MS",county,28,159,2016,7.2,5.3
25472,"Winston County, MS",county,28,159,2017,6.2,4.9
25473,"Winston County, MS",county,28,159,2018,5.8,4.4
25474,"Winston County, MS",county,28,159,2019,6.1,3.9
25475,"Yalobusha County, MS",county,28,161,2015,7.2,6.2
25476,"Yalobusha County, MS",county,28,161,2016,6.4,5.3
25477,"Yalobusha County, MS",county,28,161,2017,5.6,4.9
25478,"Yalobusha County, MS",county,28,161,2018,5.1,4.4
25479,"Yalobusha County, MS",county,28,161,2019,5.7,3.9
25480,"Yazoo County, MS",county,28,163,2015,8.3,6.2
25481,"Yazoo County, MS",county,28,163,2016,7.5,5.3
25482,"Yazoo County, MS",county,28,163,2017,6.3,4.9
25483,"Yazoo County, MS",county,28,163,2018,5.7,4.4
25484,"Yazoo County, MS",county,28,163,2019,6.3,3.9
25485,"Adair County, MO",county,29,001,2015,5.7,6.2
25486,"Adair County, MO",county,29,001,2016,5.7,5.3
25487,"Adair County, MO",county,29,001,2017,4.2,4.9
25488,"Adair County, MO",county,29,001,2018,3.5,4.4
25489,"Adair County, MO",county,29,001,2019,3.7,3.9
25490,"Andrew County, MO",county,29,003,2015,4.2,6.2
25491,"Andrew County, MO",county,29,003,2016,3.7,5.3
25492,"Andrew County, MO",county,29,003,2017,3.2,4.9
25493,"Andrew County, MO",county,29,003,2018,2.6,4.4
25494,"Andrew County, MO",county,29,003,2019,2.6,3.9
25495,"Atchison County, MO",county,29,005,2015,4.5,6.2
25496,"Atchison County, MO",county,29,005,2016,4.5,5.3
25497,"Atchison County, MO",county,29,005,2017,3.5,4.9
25498,"Atchison County, MO",county,29,005,2018,2.4,4.4
25499,"Atchison County, MO",county,29,005,2019,3.5,3.9
25500,"Audrain County, MO",county,29,007,2015,4.7,6.2
25501,"Audrain County, MO",county,29,007,2016,4.2,5.3
25502,"Audrain County, MO",county,29,007,2017,3.5,4.9
25503,"Audrain County, MO",county,29,007,2018,3.0,4.4
25504,"Audrain County, MO",county,29,007,2019,3.2,3.9
25505,"Barry County, MO",county,29,009,2015,5.1,6.2
25506,"Barry County, MO",county,29,009,2016,4.5,5.3
25507,"Barry County, MO",county,29,009,2017,3.3,4.9
25508,"Barry County, MO",county,29,009,2018,2.9,4.4
25509,"Barry County, MO",county,29,009,2019,3.3,3.9
25510,"Barton County, MO",county,29,011,2015,5.5,6.2
25511,"Barton County, MO",county,29,011,2016,5.2,5.3
25512,"Barton County, MO",county,29,011,2017,4.1,4.9
25513,"Barton County, MO",county,29,011,2018,3.0,4.4
25514,"Barton County, MO",county,29,011,2019,3.2,3.9
25515,"Bates County, MO",county,29,013,2015,6.2,6.2
25516,"Bates County, MO",county,29,013,2016,5.3,5.3
25517,"Bates County, MO",county,29,013,2017,4.4,4.9
25518,"Bates County, MO",county,29,013,2018,3.8,4.4
25519,"Bates County, MO",county,29,013,2019,3.9,3.9
25520,"Benton County, MO",county,29,015,2015,6.7,6.2
25521,"Benton County, MO",county,29,015,2016,6.1,5.3
25522,"Benton County, MO",county,29,015,2017,5.1,4.9
25523,"Benton County, MO",county,29,015,2018,4.5,4.4
25524,"Benton County, MO",county,29,015,2019,4.6,3.9
25525,"Bollinger County, MO",county,29,017,2015,5.7,6.2
25526,"Bollinger County, MO",county,29,017,2016,5.2,5.3
25527,"Bollinger County, MO",county,29,017,2017,4.4,4.9
25528,"Bollinger County, MO",county,29,017,2018,3.6,4.4
25529,"Bollinger County, MO",county,29,017,2019,3.7,3.9
25530,"Boone County, MO",county,29,019,2015,3.6,6.2
25531,"Boone County, MO",county,29,019,2016,3.3,5.3
25532,"Boone County, MO",county,29,019,2017,2.6,4.9
25533,"Boone County, MO",county,29,019,2018,2.2,4.4
25534,"Boone County, MO",county,29,019,2019,2.3,3.9
25535,"Buchanan County, MO",county,29,021,2015,4.7,6.2
25536,"Buchanan County, MO",county,29,021,2016,4.1,5.3
25537,"Buchanan County, MO",county,29,021,2017,3.5,4.9
25538,"Buchanan County, MO",county,29,021,2018,2.9,4.4
25539,"Buchanan County, MO",county,29,021,2019,2.9,3.9
25540,"Butler County, MO",county,29,023,2015,6.3,6.2
25541,"Butler County, MO",county,29,023,2016,5.7,5.3
25542,"Butler County, MO",county,29,023,2017,4.5,4.9
25543,"Butler County, MO",county,29,023,2018,4.5,4.4
25544,"Butler County, MO",county,29,023,2019,4.4,3.9
25545,"Caldwell County, MO",county,29,025,2015,4.6,6.2
25546,"Caldwell County, MO",county,29,025,2016,4.7,5.3
25547,"Caldwell County, MO",county,29,025,2017,4.0,4.9
25548,"Caldwell County, MO",county,29,025,2018,3.1,4.4
25549,"Caldwell County, MO",county,29,025,2019,3.0,3.9
25550,"Callaway County, MO",county,29,027,2015,4.8,6.2
25551,"Callaway County, MO",county,29,027,2016,4.1,5.3
25552,"Callaway County, MO",county,29,027,2017,3.5,4.9
25553,"Callaway County, MO",county,29,027,2018,2.9,4.4
25554,"Callaway County, MO",county,29,027,2019,2.7,3.9
25555,"Camden County, MO",county,29,029,2015,6.7,6.2
25556,"Camden County, MO",county,29,029,2016,5.8,5.3
25557,"Camden County, MO",county,29,029,2017,4.8,4.9
25558,"Camden County, MO",county,29,029,2018,4.2,4.4
25559,"Camden County, MO",county,29,029,2019,4.3,3.9
25560,"Cape Girardeau County, MO",county,29,031,2015,4.4,6.2
25561,"Cape Girardeau County, MO",county,29,031,2016,4.3,5.3
25562,"Cape Girardeau County, MO",county,29,031,2017,3.5,4.9
25563,"Cape Girardeau County, MO",county,29,031,2018,2.7,4.4
25564,"Cape Girardeau County, MO",county,29,031,2019,2.8,3.9
25565,"Carroll County, MO",county,29,033,2015,6.2,6.2
25566,"Carroll County, MO",county,29,033,2016,5.4,5.3
25567,"Carroll County, MO",county,29,033,2017,4.0,4.9
25568,"Carroll County, MO",county,29,033,2018,3.1,4.4
25569,"Carroll County, MO",county,29,033,2019,3.1,3.9
25570,"Carter County, MO",county,29,035,2015,7.6,6.2
25571,"Carter County, MO",county,29,035,2016,7.1,5.3
25572,"Carter County, MO",county,29,035,2017,5.8,4.9
25573,"Carter County, MO",county,29,035,2018,5.0,4.4
25574,"Carter County, MO",county,29,035,2019,4.7,3.9
25575,"Cass County, MO",county,29,037,2015,4.9,6.2
25576,"Cass County, MO",county,29,037,2016,4.1,5.3
25577,"Cass County, MO",county,29,037,2017,3.5,4.9
25578,"Cass County, MO",county,29,037,2018,3.0,4.4
25579,"Cass County, MO",county,29,037,2019,2.9,3.9
25580,"Cedar County, MO",county,29,039,2015,5.4,6.2
25581,"Cedar County, MO",county,29,039,2016,5.0,5.3
25582,"Cedar County, MO",county,29,039,2017,4.0,4.9
25583,"Cedar County, MO",county,29,039,2018,3.4,4.4
25584,"Cedar County, MO",county,29,039,2019,3.5,3.9
25585,"Chariton County, MO",county,29,041,2015,4.8,6.2
25586,"Chariton County, MO",county,29,041,2016,4.3,5.3
25587,"Chariton County, MO",county,29,041,2017,3.4,4.9
25588,"Chariton County, MO",county,29,041,2018,2.8,4.4
25589,"Chariton County, MO",county,29,041,2019,2.8,3.9
25590,"Christian County, MO",county,29,043,2015,4.3,6.2
25591,"Christian County, MO",county,29,043,2016,3.9,5.3
25592,"Christian County, MO",county,29,043,2017,3.1,4.9
25593,"Christian County, MO",county,29,043,2018,2.5,4.4
25594,"Christian County, MO",county,29,043,2019,2.6,3.9
25595,"Clark County, MO",county,29,045,2015,7.3,6.2
25596,"Clark County, MO",county,29,045,2016,7.3,5.3
25597,"Clark County, MO",county,29,045,2017,5.6,4.9
25598,"Clark County, MO",county,29,045,2018,3.8,4.4
25599,"Clark County, MO",county,29,045,2019,3.4,3.9
25600,"Clay County, MO",county,29,047,2015,4.6,6.2
25601,"Clay County, MO",county,29,047,2016,3.9,5.3
25602,"Clay County, MO",county,29,047,2017,3.6,4.9
25603,"Clay County, MO",county,29,047,2018,2.9,4.4
25604,"Clay County, MO",county,29,047,2019,2.7,3.9
25605,"Clinton County, MO",county,29,049,2015,5.0,6.2
25606,"Clinton County, MO",county,29,049,2016,4.2,5.3
25607,"Clinton County, MO",county,29,049,2017,4.0,4.9
25608,"Clinton County, MO",county,29,049,2018,3.2,4.4
25609,"Clinton County, MO",county,29,049,2019,2.9,3.9
25610,"Cole County, MO",county,29,051,2015,4.1,6.2
25611,"Cole County, MO",county,29,051,2016,3.6,5.3
25612,"Cole County, MO",county,29,051,2017,2.9,4.9
25613,"Cole County, MO",county,29,051,2018,2.4,4.4
25614,"Cole County, MO",county,29,051,2019,2.4,3.9
25615,"Cooper County, MO",county,29,053,2015,5.9,6.2
25616,"Cooper County, MO",county,29,053,2016,4.9,5.3
25617,"Cooper County, MO",county,29,053,2017,3.6,4.9
25618,"Cooper County, MO",county,29,053,2018,3.1,4.4
25619,"Cooper County, MO",county,29,053,2019,3.5,3.9
25620,"Crawford County, MO",county,29,055,2015,6.1,6.2
25621,"Crawford County, MO",county,29,055,2016,5.3,5.3
25622,"Crawford County, MO",county,29,055,2017,4.6,4.9
25623,"Crawford County, MO",county,29,055,2018,3.8,4.4
25624,"Crawford County, MO",county,29,055,2019,3.6,3.9
25625,"Dade County, MO",county,29,057,2015,5.2,6.2
25626,"Dade County, MO",county,29,057,2016,4.5,5.3
25627,"Dade County, MO",county,29,057,2017,3.4,4.9
25628,"Dade County, MO",county,29,057,2018,2.7,4.4
25629,"Dade County, MO",county,29,057,2019,3.0,3.9
25630,"Dallas County, MO",county,29,059,2015,6.3,6.2
25631,"Dallas County, MO",county,29,059,2016,5.5,5.3
25632,"Dallas County, MO",county,29,059,2017,4.7,4.9
25633,"Dallas County, MO",county,29,059,2018,3.9,4.4
25634,"Dallas County, MO",county,29,059,2019,4.3,3.9
25635,"Daviess County, MO",county,29,061,2015,4.7,6.2
25636,"Daviess County, MO",county,29,061,2016,3.8,5.3
25637,"Daviess County, MO",county,29,061,2017,3.3,4.9
25638,"Daviess County, MO",county,29,061,2018,3.0,4.4
25639,"Daviess County, MO",county,29,061,2019,3.2,3.9
25640,"DeKalb County, MO",county,29,063,2015,4.7,6.2
25641,"DeKalb County, MO",county,29,063,2016,4.4,5.3
25642,"DeKalb County, MO",county,29,063,2017,3.9,4.9
25643,"DeKalb County, MO",county,29,063,2018,3.1,4.4
25644,"DeKalb County, MO",county,29,063,2019,2.9,3.9
25645,"Dent County, MO",county,29,065,2015,5.9,6.2
25646,"Dent County, MO",county,29,065,2016,5.4,5.3
25647,"Dent County, MO",county,29,065,2017,4.2,4.9
25648,"Dent County, MO",county,29,065,2018,3.2,4.4
25649,"Dent County, MO",county,29,065,2019,3.4,3.9
25650,"Douglas County, MO",county,29,067,2015,6.9,6.2
25651,"Douglas County, MO",county,29,067,2016,6.1,5.3
25652,"Douglas County, MO",county,29,067,2017,4.6,4.9
25653,"Douglas County, MO",county,29,067,2018,4.4,4.4
25654,"Douglas County, MO",county,29,067,2019,4.8,3.9
25655,"Dunklin County, MO",county,29,069,2015,8.2,6.2
25656,"Dunklin County, MO",county,29,069,2016,8.2,5.3
25657,"Dunklin County, MO",county,29,069,2017,6.5,4.9
25658,"Dunklin County, MO",county,29,069,2018,5.4,4.4
25659,"Dunklin County, MO",county,29,069,2019,5.2,3.9
25660,"Franklin County, MO",county,29,071,2015,5.2,6.2
25661,"Franklin County, MO",county,29,071,2016,4.4,5.3
25662,"Franklin County, MO",county,29,071,2017,3.6,4.9
25663,"Franklin County, MO",county,29,071,2018,3.0,4.4
25664,"Franklin County, MO",county,29,071,2019,3.0,3.9
25665,"Gasconade County, MO",county,29,073,2015,4.3,6.2
25666,"Gasconade County, MO",county,29,073,2016,4.3,5.3
25667,"Gasconade County, MO",county,29,073,2017,3.8,4.9
25668,"Gasconade County, MO",county,29,073,2018,2.9,4.4
25669,"Gasconade County, MO",county,29,073,2019,3.2,3.9
25670,"Gentry County, MO",county,29,075,2015,4.3,6.2
25671,"Gentry County, MO",county,29,075,2016,3.7,5.3
25672,"Gentry County, MO",county,29,075,2017,2.8,4.9
25673,"Gentry County, MO",county,29,075,2018,2.4,4.4
25674,"Gentry County, MO",county,29,075,2019,2.5,3.9
25675,"Greene County, MO",county,29,077,2015,4.2,6.2
25676,"Greene County, MO",county,29,077,2016,3.8,5.3
25677,"Greene County, MO",county,29,077,2017,3.1,4.9
25678,"Greene County, MO",county,29,077,2018,2.5,4.4
25679,"Greene County, MO",county,29,077,2019,2.5,3.9
25680,"Grundy County, MO",county,29,079,2015,4.2,6.2
25681,"Grundy County, MO",county,29,079,2016,4.6,5.3
25682,"Grundy County, MO",county,29,079,2017,3.5,4.9
25683,"Grundy County, MO",county,29,079,2018,3.5,4.4
25684,"Grundy County, MO",county,29,079,2019,3.3,3.9
25685,"Harrison County, MO",county,29,081,2015,5.2,6.2
25686,"Harrison County, MO",county,29,081,2016,4.2,5.3
25687,"Harrison County, MO",county,29,081,2017,3.5,4.9
25688,"Harrison County, MO",county,29,081,2018,3.0,4.4
25689,"Harrison County, MO",county,29,081,2019,3.2,3.9
25690,"Henry County, MO",county,29,083,2015,5.6,6.2
25691,"Henry County, MO",county,29,083,2016,5.0,5.3
25692,"Henry County, MO",county,29,083,2017,4.1,4.9
25693,"Henry County, MO",county,29,083,2018,3.5,4.4
25694,"Henry County, MO",county,29,083,2019,3.5,3.9
25695,"Hickory County, MO",county,29,085,2015,6.8,6.2
25696,"Hickory County, MO",county,29,085,2016,5.6,5.3
25697,"Hickory County, MO",county,29,085,2017,4.4,4.9
25698,"Hickory County, MO",county,29,085,2018,4.1,4.4
25699,"Hickory County, MO",county,29,085,2019,4.0,3.9
25700,"Holt County, MO",county,29,087,2015,3.7,6.2
25701,"Holt County, MO",county,29,087,2016,3.2,5.3
25702,"Holt County, MO",county,29,087,2017,2.9,4.9
25703,"Holt County, MO",county,29,087,2018,2.3,4.4
25704,"Holt County, MO",county,29,087,2019,2.6,3.9
25705,"Howard County, MO",county,29,089,2015,5.0,6.2
25706,"Howard County, MO",county,29,089,2016,4.4,5.3
25707,"Howard County, MO",county,29,089,2017,3.8,4.9
25708,"Howard County, MO",county,29,089,2018,2.8,4.4
25709,"Howard County, MO",county,29,089,2019,2.9,3.9
25710,"Howell County, MO",county,29,091,2015,6.6,6.2
25711,"Howell County, MO",county,29,091,2016,6.3,5.3
25712,"Howell County, MO",county,29,091,2017,4.7,4.9
25713,"Howell County, MO",county,29,091,2018,3.5,4.4
25714,"Howell County, MO",county,29,091,2019,3.8,3.9
25715,"Iron County, MO",county,29,093,2015,8.1,6.2
25716,"Iron County, MO",county,29,093,2016,7.1,5.3
25717,"Iron County, MO",county,29,093,2017,6.4,4.9
25718,"Iron County, MO",county,29,093,2018,5.3,4.4
25719,"Iron County, MO",county,29,093,2019,4.5,3.9
25720,"Jackson County, MO",county,29,095,2015,6.0,6.2
25721,"Jackson County, MO",county,29,095,2016,5.1,5.3
25722,"Jackson County, MO",county,29,095,2017,4.4,4.9
25723,"Jackson County, MO",county,29,095,2018,3.7,4.4
25724,"Jackson County, MO",county,29,095,2019,3.5,3.9
25725,"Jasper County, MO",county,29,097,2015,4.4,6.2
25726,"Jasper County, MO",county,29,097,2016,4.1,5.3
25727,"Jasper County, MO",county,29,097,2017,3.4,4.9
25728,"Jasper County, MO",county,29,097,2018,2.7,4.4
25729,"Jasper County, MO",county,29,097,2019,2.8,3.9
25730,"Jefferson County, MO",county,29,099,2015,5.0,6.2
25731,"Jefferson County, MO",county,29,099,2016,4.3,5.3
25732,"Jefferson County, MO",county,29,099,2017,3.6,4.9
25733,"Jefferson County, MO",county,29,099,2018,3.1,4.4
25734,"Jefferson County, MO",county,29,099,2019,2.9,3.9
25735,"Johnson County, MO",county,29,101,2015,5.5,6.2
25736,"Johnson County, MO",county,29,101,2016,4.9,5.3
25737,"Johnson County, MO",county,29,101,2017,4.4,4.9
25738,"Johnson County, MO",county,29,101,2018,3.6,4.4
25739,"Johnson County, MO",county,29,101,2019,3.5,3.9
25740,"Knox County, MO",county,29,103,2015,3.9,6.2
25741,"Knox County, MO",county,29,103,2016,3.6,5.3
25742,"Knox County, MO",county,29,103,2017,3.2,4.9
25743,"Knox County, MO",county,29,103,2018,2.8,4.4
25744,"Knox County, MO",county,29,103,2019,2.8,3.9
25745,"Laclede County, MO",county,29,105,2015,6.5,6.2
25746,"Laclede County, MO",county,29,105,2016,5.4,5.3
25747,"Laclede County, MO",county,29,105,2017,4.7,4.9
25748,"Laclede County, MO",county,29,105,2018,3.6,4.4
25749,"Laclede County, MO",county,29,105,2019,6.5,3.9
25750,"Lafayette County, MO",county,29,107,2015,4.9,6.2
25751,"Lafayette County, MO",county,29,107,2016,4.3,5.3
25752,"Lafayette County, MO",county,29,107,2017,3.8,4.9
25753,"Lafayette County, MO",county,29,107,2018,3.2,4.4
25754,"Lafayette County, MO",county,29,107,2019,2.9,3.9
25755,"Lawrence County, MO",county,29,109,2015,5.0,6.2
25756,"Lawrence County, MO",county,29,109,2016,4.4,5.3
25757,"Lawrence County, MO",county,29,109,2017,3.5,4.9
25758,"Lawrence County, MO",county,29,109,2018,3.0,4.4
25759,"Lawrence County, MO",county,29,109,2019,3.3,3.9
25760,"Lewis County, MO",county,29,111,2015,5.0,6.2
25761,"Lewis County, MO",county,29,111,2016,4.5,5.3
25762,"Lewis County, MO",county,29,111,2017,3.4,4.9
25763,"Lewis County, MO",county,29,111,2018,2.8,4.4
25764,"Lewis County, MO",county,29,111,2019,3.0,3.9
25765,"Lincoln County, MO",county,29,113,2015,5.3,6.2
25766,"Lincoln County, MO",county,29,113,2016,4.5,5.3
25767,"Lincoln County, MO",county,29,113,2017,3.6,4.9
25768,"Lincoln County, MO",county,29,113,2018,3.2,4.4
25769,"Lincoln County, MO",county,29,113,2019,3.1,3.9
25770,"Linn County, MO",county,29,115,2015,7.2,6.2
25771,"Linn County, MO",county,29,115,2016,6.7,5.3
25772,"Linn County, MO",county,29,115,2017,5.8,4.9
25773,"Linn County, MO",county,29,115,2018,4.6,4.4
25774,"Linn County, MO",county,29,115,2019,4.6,3.9
25775,"Livingston County, MO",county,29,117,2015,4.3,6.2
25776,"Livingston County, MO",county,29,117,2016,3.9,5.3
25777,"Livingston County, MO",county,29,117,2017,2.9,4.9
25778,"Livingston County, MO",county,29,117,2018,2.4,4.4
25779,"Livingston County, MO",county,29,117,2019,2.4,3.9
25780,"McDonald County, MO",county,29,119,2015,4.8,6.2
25781,"McDonald County, MO",county,29,119,2016,4.3,5.3
25782,"McDonald County, MO",county,29,119,2017,3.6,4.9
25783,"McDonald County, MO",county,29,119,2018,3.0,4.4
25784,"McDonald County, MO",county,29,119,2019,3.2,3.9
25785,"Macon County, MO",county,29,121,2015,5.4,6.2
25786,"Macon County, MO",county,29,121,2016,4.8,5.3
25787,"Macon County, MO",county,29,121,2017,3.6,4.9
25788,"Macon County, MO",county,29,121,2018,2.9,4.4
25789,"Macon County, MO",county,29,121,2019,3.2,3.9
25790,"Madison County, MO",county,29,123,2015,6.0,6.2
25791,"Madison County, MO",county,29,123,2016,5.5,5.3
25792,"Madison County, MO",county,29,123,2017,4.5,4.9
25793,"Madison County, MO",county,29,123,2018,3.5,4.4
25794,"Madison County, MO",county,29,123,2019,3.2,3.9
25795,"Maries County, MO",county,29,125,2015,5.4,6.2
25796,"Maries County, MO",county,29,125,2016,5.0,5.3
25797,"Maries County, MO",county,29,125,2017,4.3,4.9
25798,"Maries County, MO",county,29,125,2018,3.2,4.4
25799,"Maries County, MO",county,29,125,2019,3.3,3.9
25800,"Marion County, MO",county,29,127,2015,4.5,6.2
25801,"Marion County, MO",county,29,127,2016,4.3,5.3
25802,"Marion County, MO",county,29,127,2017,3.6,4.9
25803,"Marion County, MO",county,29,127,2018,3.0,4.4
25804,"Marion County, MO",county,29,127,2019,3.0,3.9
25805,"Mercer County, MO",county,29,129,2015,4.5,6.2
25806,"Mercer County, MO",county,29,129,2016,4.6,5.3
25807,"Mercer County, MO",county,29,129,2017,3.7,4.9
25808,"Mercer County, MO",county,29,129,2018,3.0,4.4
25809,"Mercer County, MO",county,29,129,2019,3.0,3.9
25810,"Miller County, MO",county,29,131,2015,6.1,6.2
25811,"Miller County, MO",county,29,131,2016,5.2,5.3
25812,"Miller County, MO",county,29,131,2017,4.4,4.9
25813,"Miller County, MO",county,29,131,2018,3.6,4.4
25814,"Miller County, MO",county,29,131,2019,3.6,3.9
25815,"Mississippi County, MO",county,29,133,2015,5.9,6.2
25816,"Mississippi County, MO",county,29,133,2016,6.6,5.3
25817,"Mississippi County, MO",county,29,133,2017,5.0,4.9
25818,"Mississippi County, MO",county,29,133,2018,3.7,4.4
25819,"Mississippi County, MO",county,29,133,2019,3.8,3.9
25820,"Moniteau County, MO",county,29,135,2015,5.0,6.2
25821,"Moniteau County, MO",county,29,135,2016,4.3,5.3
25822,"Moniteau County, MO",county,29,135,2017,3.6,4.9
25823,"Moniteau County, MO",county,29,135,2018,2.9,4.4
25824,"Moniteau County, MO",county,29,135,2019,2.8,3.9
25825,"Monroe County, MO",county,29,137,2015,5.3,6.2
25826,"Monroe County, MO",county,29,137,2016,4.8,5.3
25827,"Monroe County, MO",county,29,137,2017,4.3,4.9
25828,"Monroe County, MO",county,29,137,2018,3.5,4.4
25829,"Monroe County, MO",county,29,137,2019,4.0,3.9
25830,"Montgomery County, MO",county,29,139,2015,5.1,6.2
25831,"Montgomery County, MO",county,29,139,2016,4.6,5.3
25832,"Montgomery County, MO",county,29,139,2017,3.3,4.9
25833,"Montgomery County, MO",county,29,139,2018,2.9,4.4
25834,"Montgomery County, MO",county,29,139,2019,3.0,3.9
25835,"Morgan County, MO",county,29,141,2015,6.9,6.2
25836,"Morgan County, MO",county,29,141,2016,5.9,5.3
25837,"Morgan County, MO",county,29,141,2017,4.9,4.9
25838,"Morgan County, MO",county,29,141,2018,4.2,4.4
25839,"Morgan County, MO",county,29,141,2019,4.1,3.9
25840,"New Madrid County, MO",county,29,143,2015,6.3,6.2
25841,"New Madrid County, MO",county,29,143,2016,9.3,5.3
25842,"New Madrid County, MO",county,29,143,2017,6.6,4.9
25843,"New Madrid County, MO",county,29,143,2018,4.7,4.4
25844,"New Madrid County, MO",county,29,143,2019,4.1,3.9
25845,"Newton County, MO",county,29,145,2015,4.7,6.2
25846,"Newton County, MO",county,29,145,2016,4.3,5.3
25847,"Newton County, MO",county,29,145,2017,3.6,4.9
25848,"Newton County, MO",county,29,145,2018,3.0,4.4
25849,"Newton County, MO",county,29,145,2019,3.1,3.9
25850,"Nodaway County, MO",county,29,147,2015,5.0,6.2
25851,"Nodaway County, MO",county,29,147,2016,4.7,5.3
25852,"Nodaway County, MO",county,29,147,2017,3.6,4.9
25853,"Nodaway County, MO",county,29,147,2018,2.9,4.4
25854,"Nodaway County, MO",county,29,147,2019,2.8,3.9
25855,"Oregon County, MO",county,29,149,2015,6.5,6.2
25856,"Oregon County, MO",county,29,149,2016,6.0,5.3
25857,"Oregon County, MO",county,29,149,2017,4.6,4.9
25858,"Oregon County, MO",county,29,149,2018,3.4,4.4
25859,"Oregon County, MO",county,29,149,2019,3.8,3.9
25860,"Osage County, MO",county,29,151,2015,3.8,6.2
25861,"Osage County, MO",county,29,151,2016,3.4,5.3
25862,"Osage County, MO",county,29,151,2017,3.0,4.9
25863,"Osage County, MO",county,29,151,2018,2.4,4.4
25864,"Osage County, MO",county,29,151,2019,2.3,3.9
25865,"Ozark County, MO",county,29,153,2015,8.1,6.2
25866,"Ozark County, MO",county,29,153,2016,7.3,5.3
25867,"Ozark County, MO",county,29,153,2017,5.8,4.9
25868,"Ozark County, MO",county,29,153,2018,5.1,4.4
25869,"Ozark County, MO",county,29,153,2019,5.5,3.9
25870,"Pemiscot County, MO",county,29,155,2015,9.2,6.2
25871,"Pemiscot County, MO",county,29,155,2016,8.9,5.3
25872,"Pemiscot County, MO",county,29,155,2017,7.4,4.9
25873,"Pemiscot County, MO",county,29,155,2018,5.4,4.4
25874,"Pemiscot County, MO",county,29,155,2019,4.7,3.9
25875,"Perry County, MO",county,29,157,2015,4.3,6.2
25876,"Perry County, MO",county,29,157,2016,3.6,5.3
25877,"Perry County, MO",county,29,157,2017,2.6,4.9
