,area_title,geographic_level,State,msa_name,geoid,percent_fossil_employees,meets_fossil_threshold,local_area_unemployment,national_unemployment_rate_prev_year,meets_unemployment_criteria
47445,"Chaves County, New Mexico",county,New Mexico,Eastern New Mexico nonmetropolitan area,35005,1.8945284886186908,1,4.9,3.9,1
47446,"Chaves County, New Mexico",county,New Mexico,Eastern New Mexico nonmetropolitan area,35005,1.8733534979022342,1,7.8,3.7,1
47504,"Richmond County, North Carolina",county,North Carolina,Piedmont North Carolina nonmetropolitan area,37153,0.32046504695185574,1,5.5,4.4,1
47505,"Richmond County, North Carolina",county,North Carolina,Piedmont North Carolina nonmetropolitan area,37153,0.4938817632316084,1,5.1,3.9,1
47506,"Richmond County, North Carolina",county,North Carolina,Piedmont North Carolina nonmetropolitan area,37153,0.5012531328320802,1,8.9,3.7,1
47508,"Pueblo, CO MSA",metropolitan_stat_area,Colorado,"Pueblo, CO",39380,0.7989084576578518,1,10.9,9.3,1
47509,"Pueblo, CO MSA",metropolitan_stat_area,Colorado,"Pueblo, CO",39380,0.7674624226348364,1,10.9,9.6,1
47510,"Pueblo, CO MSA",metropolitan_stat_area,Colorado,"Pueblo, CO",39380,0.7573478668624918,1,10.8,8.9,1
47511,"Pueblo, CO MSA",metropolitan_stat_area,Colorado,"Pueblo, CO",39380,0.7277866101395514,1,9.7,8.1,1
47516,"Pueblo, CO MSA",metropolitan_stat_area,Colorado,"Pueblo, CO",39380,0.6260903591867347,1,4.5,4.4,1
47518,"Pueblo, CO MSA",metropolitan_stat_area,Colorado,"Pueblo, CO",39380,0.6211996713229253,1,7.8,3.7,1
47534,"Canton-Massillon, OH MSA",metropolitan_stat_area,Ohio,"Canton-Massillon, OH",15940,0.3524797098218321,1,5.2,4.9,1
47535,"Canton-Massillon, OH MSA",metropolitan_stat_area,Ohio,"Canton-Massillon, OH",15940,0.3524797098218321,1,5.2,4.9,1
47538,"Canton-Massillon, OH MSA",metropolitan_stat_area,Ohio,"Canton-Massillon, OH",15940,0.23918243096325287,1,4.6,3.9,1
47539,"Canton-Massillon, OH MSA",metropolitan_stat_area,Ohio,"Canton-Massillon, OH",15940,0.23918243096325287,1,4.6,3.9,1
47540,"Canton-Massillon, OH MSA",metropolitan_stat_area,Ohio,"Canton-Massillon, OH",15940,0.2058155763800899,1,8.1,3.7,1
47541,"Canton-Massillon, OH MSA",metropolitan_stat_area,Ohio,"Canton-Massillon, OH",15940,0.2058155763800899,1,8.1,3.7,1
47556,"Phillips County, Arkansas",county,Arkansas,East Arkansas nonmetropolitan area,05107,1.1192885617908617,1,10.2,9.3,1
47557,"Phillips County, Arkansas",county,Arkansas,East Arkansas nonmetropolitan area,05107,1.159650516282764,1,11.6,9.6,1
47558,"Phillips County, Arkansas",county,Arkansas,East Arkansas nonmetropolitan area,05107,0.8298080052066386,1,11.1,8.9,1
47559,"Phillips County, Arkansas",county,Arkansas,East Arkansas nonmetropolitan area,05107,0.8080808080808081,1,11.1,8.1,1
47565,"Phillips County, Arkansas",county,Arkansas,East Arkansas nonmetropolitan area,05107,0.8619074386359378,1,5.8,3.9,1
47566,"Phillips County, Arkansas",county,Arkansas,East Arkansas nonmetropolitan area,05107,0.9393346379647749,1,9.2,3.7,1
47592,"Marion County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48315,1.3807753584705258,1,11.9,9.3,1
47619,"Wise County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51195,7.151025386902493,1,10.1,8.1,1
47620,"Wise County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51195,7.076873644469435,1,9.3,7.4,1
47621,"Wise County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51195,1.4045402580434427,1,8.2,6.2,1
47622,"Wise County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51195,0.758434312614419,1,8.3,5.3,1
47623,"Wise County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51195,0.8174855864383443,1,6.3,4.9,1
47626,"Wise County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51195,0.7074188282241973,1,7.5,3.7,1
47640,"Jackson County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54035,0.7821821556409916,1,11.4,9.3,1
47641,"Jackson County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54035,0.6335939606362901,1,10.0,9.6,1
47649,"Jackson County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54035,8.827167435061284,1,5.1,3.9,1
47650,"Jackson County, West Virginia",county,West Virginia,Northern West Virginia nonmetropolitan area,54035,2.1470815119568014,1,8.5,3.7,1
47676,"Lawrence County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17101,7.906031172351479,1,10.8,9.3,1
47677,"Lawrence County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17101,2.1749190189726977,1,10.7,9.6,1
47678,"Lawrence County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17101,8.36580334632134,1,10.3,8.9,1
47679,"Lawrence County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17101,7.642276422764227,1,10.2,8.1,1
47680,"Lawrence County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17101,7.85410606399642,1,7.8,7.4,1
47681,"Lawrence County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17101,6.989604069896041,1,7.1,6.2,1
47682,"Lawrence County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17101,4.242156429518339,1,7.4,5.3,1
47683,"Lawrence County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17101,2.9565217391304346,1,6.4,4.9,1
47685,"Lawrence County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17101,2.9969149405024242,1,5.3,3.9,1
47686,"Lawrence County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17101,2.906704172526957,1,9.1,3.7,1
47710,"Gaines County, Texas",county,Texas,West Texas Region of Texas nonmetropolitan area,48165,0.5561735261401557,1,5.6,3.7,1
47734,"Greenwood County, Kansas",county,Kansas,Kansas nonmetropolitan area,20073,2.982107355864811,1,5.1,3.7,1
47796,"Red River County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48387,1.3775130305286671,1,11.6,9.3,1
47797,"Red River County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48387,1.3693419551160138,1,12.5,9.6,1
47798,"Red River County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48387,2.4603174603174605,1,10.6,8.9,1
47808,"Dickenson County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51051,21.08575924468922,1,10.7,9.3,1
47809,"Dickenson County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51051,20.995962314939433,1,9.9,9.6,1
47814,"Dickenson County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51051,21.04787714543812,1,9.8,5.3,1
47815,"Dickenson County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51051,1.913730255164034,1,6.7,4.9,1
47816,"Dickenson County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51051,0.24554941682013504,1,5.1,4.4,1
47818,"Dickenson County, Virginia",county,Virginia,Southwest Virginia nonmetropolitan area,51051,0.5123568414707655,1,7.9,3.7,1
47822,"McIntosh County, Oklahoma",county,Oklahoma,Northeast Oklahoma nonmetropolitan area,40091,0.3084223013048636,1,9.9,8.9,1
47828,"McIntosh County, Oklahoma",county,Oklahoma,Northeast Oklahoma nonmetropolitan area,40091,0.2543881963876876,1,5.7,4.4,1
47830,"McIntosh County, Oklahoma",county,Oklahoma,Northeast Oklahoma nonmetropolitan area,40091,0.2410219329959026,1,8.6,3.7,1
47854,"Bottineau County, North Dakota",county,North Dakota,West North Dakota nonmetropolitan area,38009,9.003074220465525,1,5.4,3.7,1
47908,"Tampa-St. Petersburg-Clearwater, FL MSA",metropolitan_stat_area,Florida,"Tampa-St. Petersburg-Clearwater, FL",45300,0.17126840385894299,1,7.8,3.7,1
47909,"Tampa-St. Petersburg-Clearwater, FL MSA",metropolitan_stat_area,Florida,"Tampa-St. Petersburg-Clearwater, FL",45300,0.17126840385894299,1,7.8,3.7,1
47910,"Tampa-St. Petersburg-Clearwater, FL MSA",metropolitan_stat_area,Florida,"Tampa-St. Petersburg-Clearwater, FL",45300,0.17126840385894299,1,7.8,3.7,1
47911,"Tampa-St. Petersburg-Clearwater, FL MSA",metropolitan_stat_area,Florida,"Tampa-St. Petersburg-Clearwater, FL",45300,0.17126840385894299,1,7.8,3.7,1
47934,"Pecos County, Texas",county,Texas,West Texas Region of Texas nonmetropolitan area,48371,8.12807881773399,1,5.9,5.3,1
47938,"Pecos County, Texas",county,Texas,West Texas Region of Texas nonmetropolitan area,48371,11.990538573508006,1,8.3,3.7,1
47958,"Kleberg County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48273,1.1537827591890557,1,6.7,5.3,1
47959,"Kleberg County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48273,1.1785095320623917,1,6.0,4.9,1
47960,"Kleberg County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48273,1.4872764786795047,1,5.0,4.4,1
47961,"Kleberg County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48273,1.350225037506251,1,4.3,3.9,1
47962,"Kleberg County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48273,1.132373595505618,1,8.5,3.7,1
48027,"Clare County, Michigan",county,Michigan,Northeast Lower Peninsula of Michigan nonmetropolitan area,26035,0.347327091513138,1,11.6,8.1,1
48028,"Clare County, Michigan",county,Michigan,Northeast Lower Peninsula of Michigan nonmetropolitan area,26035,0.35482875655661833,1,9.9,7.4,1
48076,"Evansville, IN-KY MSA",metropolitan_stat_area,Indiana,"Evansville, IN-KY",21780,0.35600226735424645,1,6.5,3.7,1
48077,"Evansville, IN-KY MSA",metropolitan_stat_area,Indiana,"Evansville, IN-KY",21780,0.35600226735424645,1,6.5,3.7,1
48078,"Evansville, IN-KY MSA",metropolitan_stat_area,Indiana,"Evansville, IN-KY",21780,0.35600226735424645,1,6.5,3.7,1
48079,"Evansville, IN-KY MSA",metropolitan_stat_area,Kentucky,"Evansville, IN-KY",21780,0.35600226735424645,1,6.5,3.7,1
48090,"Jones County, Mississippi",county,Mississippi,Southeast Mississippi nonmetropolitan area,28067,3.235056245864275,1,6.3,5.3,1
48091,"Jones County, Mississippi",county,Mississippi,Southeast Mississippi nonmetropolitan area,28067,2.8626880155264436,1,5.3,4.9,1
48092,"Jones County, Mississippi",county,Mississippi,Southeast Mississippi nonmetropolitan area,28067,4.245735804474636,1,5.0,4.4,1
48093,"Jones County, Mississippi",county,Mississippi,Southeast Mississippi nonmetropolitan area,28067,4.214339514364621,1,5.3,3.9,1
48094,"Jones County, Mississippi",county,Mississippi,Southeast Mississippi nonmetropolitan area,28067,2.9218185276773827,1,6.9,3.7,1
48144,"Greeley, CO MSA",metropolitan_stat_area,Colorado,"Greeley, CO",24540,4.778916321289634,1,9.6,9.3,1
48154,"Greeley, CO MSA",metropolitan_stat_area,Colorado,"Greeley, CO",24540,6.802441326840575,1,6.6,3.7,1
48156,"Washington County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39167,1.7888031050921824,1,11.4,9.3,1
48157,"Washington County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39167,1.7407063980443398,1,10.1,9.6,1
48159,"Washington County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39167,2.029612377308268,1,8.6,8.1,1
48162,"Washington County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39167,1.34717934325007,1,7.0,5.3,1
48163,"Washington County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39167,1.8417162718229396,1,6.2,4.9,1
48164,"Washington County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39167,1.8525864804823866,1,5.6,4.4,1
48165,"Washington County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39167,1.7599118075514781,1,5.4,3.9,1
48166,"Washington County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39167,1.1687763713080168,1,8.6,3.7,1
48197,"Indiana County, Pennsylvania",county,Pennsylvania,Western Pennsylvania nonmetropolitan area,42063,7.293421931135345,1,6.4,6.2,1
48198,"Indiana County, Pennsylvania",county,Pennsylvania,Western Pennsylvania nonmetropolitan area,42063,4.607862835710937,1,7.2,5.3,1
48199,"Indiana County, Pennsylvania",county,Pennsylvania,Western Pennsylvania nonmetropolitan area,42063,4.328423313089287,1,5.9,4.9,1
48200,"Indiana County, Pennsylvania",county,Pennsylvania,Western Pennsylvania nonmetropolitan area,42063,4.318779944665632,1,5.1,4.4,1
48201,"Indiana County, Pennsylvania",county,Pennsylvania,Western Pennsylvania nonmetropolitan area,42063,4.361620412116355,1,5.2,3.9,1
48202,"Indiana County, Pennsylvania",county,Pennsylvania,Western Pennsylvania nonmetropolitan area,42063,3.7580134109498196,1,9.1,3.7,1
48214,"Dawson County, Montana",county,Montana,East-Central Montana nonmetropolitan area,30021,1.8992805755395685,1,5.4,3.7,1
48250,"Navarro County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48349,0.43518234753294516,1,6.2,3.7,1
48262,"Teton County, Idaho",county,Idaho,Southeast-Central Idaho nonmetropolitan area,16081,0.3967129498441485,1,5.7,3.7,1
48342,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Kentucky,"Huntington-Ashland, WV-KY-OH",26580,1.0131108462455305,1,6.2,5.3,1
48343,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Kentucky,"Huntington-Ashland, WV-KY-OH",26580,1.0131108462455305,1,6.2,5.3,1
48344,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Ohio,"Huntington-Ashland, WV-KY-OH",26580,1.0131108462455305,1,6.2,5.3,1
48345,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.0131108462455305,1,6.2,5.3,1
48346,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.0131108462455305,1,6.2,5.3,1
48347,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.0131108462455305,1,6.2,5.3,1
48348,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.0131108462455305,1,6.2,5.3,1
48349,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Kentucky,"Huntington-Ashland, WV-KY-OH",26580,0.9175962576466354,1,5.6,4.9,1
48350,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Kentucky,"Huntington-Ashland, WV-KY-OH",26580,0.9175962576466354,1,5.6,4.9,1
48351,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Ohio,"Huntington-Ashland, WV-KY-OH",26580,0.9175962576466354,1,5.6,4.9,1
48352,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,0.9175962576466354,1,5.6,4.9,1
48353,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,0.9175962576466354,1,5.6,4.9,1
48354,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,0.9175962576466354,1,5.6,4.9,1
48355,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,0.9175962576466354,1,5.6,4.9,1
48356,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Kentucky,"Huntington-Ashland, WV-KY-OH",26580,1.5522683374947002,1,5.4,4.4,1
48357,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Kentucky,"Huntington-Ashland, WV-KY-OH",26580,1.5522683374947002,1,5.4,4.4,1
48358,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Ohio,"Huntington-Ashland, WV-KY-OH",26580,1.5522683374947002,1,5.4,4.4,1
48359,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.5522683374947002,1,5.4,4.4,1
48360,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.5522683374947002,1,5.4,4.4,1
48361,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.5522683374947002,1,5.4,4.4,1
48362,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.5522683374947002,1,5.4,4.4,1
48363,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Kentucky,"Huntington-Ashland, WV-KY-OH",26580,1.348040175041686,1,5.0,3.9,1
48364,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Kentucky,"Huntington-Ashland, WV-KY-OH",26580,1.348040175041686,1,5.0,3.9,1
48365,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Ohio,"Huntington-Ashland, WV-KY-OH",26580,1.348040175041686,1,5.0,3.9,1
48366,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.348040175041686,1,5.0,3.9,1
48367,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.348040175041686,1,5.0,3.9,1
48368,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.348040175041686,1,5.0,3.9,1
48369,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.348040175041686,1,5.0,3.9,1
48370,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Kentucky,"Huntington-Ashland, WV-KY-OH",26580,1.1425642382353913,1,8.1,3.7,1
48371,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Kentucky,"Huntington-Ashland, WV-KY-OH",26580,1.1425642382353913,1,8.1,3.7,1
48372,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,Ohio,"Huntington-Ashland, WV-KY-OH",26580,1.1425642382353913,1,8.1,3.7,1
48373,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.1425642382353913,1,8.1,3.7,1
48374,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.1425642382353913,1,8.1,3.7,1
48375,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.1425642382353913,1,8.1,3.7,1
48376,"Huntington-Ashland, WV-KY-OH MSA",metropolitan_stat_area,West Virginia,"Huntington-Ashland, WV-KY-OH",26580,1.1425642382353913,1,8.1,3.7,1
48389,"Winn Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22127,0.47876769358867605,1,8.4,6.2,1
48394,"Winn Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22127,0.3314393939393939,1,7.6,3.7,1
49062,"Kay County, Oklahoma",county,Oklahoma,Northwest Oklahoma nonmetropolitan area,40071,2.8480472969131942,1,6.1,5.3,1
49063,"Kay County, Oklahoma",county,Oklahoma,Northwest Oklahoma nonmetropolitan area,40071,3.2649201846598808,1,5.1,4.9,1
49064,"Kay County, Oklahoma",county,Oklahoma,Northwest Oklahoma nonmetropolitan area,40071,4.3388544977971115,1,4.5,4.4,1
49065,"Kay County, Oklahoma",county,Oklahoma,Northwest Oklahoma nonmetropolitan area,40071,3.2801719262526863,1,4.0,3.9,1
49066,"Kay County, Oklahoma",county,Oklahoma,Northwest Oklahoma nonmetropolitan area,40071,2.8330107337673764,1,6.7,3.7,1
49087,"Lima, OH MSA",metropolitan_stat_area,Ohio,"Lima, OH",30620,0.20812471775539457,1,5.0,4.9,1
49088,"Lima, OH MSA",metropolitan_stat_area,Ohio,"Lima, OH",30620,0.2046116313842764,1,4.5,4.4,1
49089,"Lima, OH MSA",metropolitan_stat_area,Ohio,"Lima, OH",30620,0.20930927937805244,1,4.1,3.9,1
49090,"Lima, OH MSA",metropolitan_stat_area,Ohio,"Lima, OH",30620,0.20518833357760516,1,8.6,3.7,1
49104,"Columbia County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05027,4.783968492992007,1,9.6,9.3,1
49107,"Columbia County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05027,3.9888118691475127,1,8.6,8.1,1
49109,"Columbia County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05027,4.247104247104247,1,6.4,6.2,1
49110,"Columbia County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05027,3.5081194991942484,1,5.7,5.3,1
49111,"Columbia County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05027,3.51010101010101,1,5.1,4.9,1
